Region,Year,"Gross value added (millions of euro), A Agriculture, forestry and fishing (01-03)","Gross value added (millions of euro), B Mining and quarrying (05-09)","Gross value added (millions of euro), C Manufacturing (10-33)","Gross value added (millions of euro), D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)","Gross value added (millions of euro), F Construction (41-43)","Gross value added (millions of euro), G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47)","Gross value added (millions of euro), H Transportation and storage (49-53)","Gross value added (millions of euro), I Accommodation and food service activities (55-56)","Gross value added (millions of euro), J Information and communication (58-63)","Gross value added (millions of euro), K Financial and insurance activities (64-66)","Gross value added (millions of euro), L Real estate activities","Gross value added (millions of euro), M Professional, scientific and technical activities (69-75)","Gross value added (millions of euro), N Administrative and support service activities (77-82)","Gross value added (millions of euro), O Public administration and defence; compulsory social security (84)","Gross value added (millions of euro), P Education (85)","Gross value added (millions of euro), Q Human health and social work activities (86-88)","Gross value added (millions of euro), R, S Other service activities (90-96)","Gross value added (millions of euro),  T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98)"
01,2000,255.5,40.8,15598.9,964.9,2501.6,5985.4,3248.8,609.3,3475.9,2205.2,4110.6,2677.2,1070.4,2374,1808.3,2503.3,1123.2,12.4
01,2001,235.4,43.4,16651.9,1049.8,2766.6,6491.5,3325.1,736.1,4055.9,2341.5,4309,2818.8,1202.1,2481.2,1906.9,2767.8,1154.7,7.7
01,2002,246.1,39.1,15138.7,1145.8,2449.9,6530.9,3381.9,751.4,4565.4,2108.8,4661.6,2828.2,1253.7,2506.5,1981.8,2977.4,1256.3,8.9
01,2003,235.6,34.6,15059.6,1354.2,2567,6380.4,3269.9,767.4,4293.5,1982.5,4864.7,2929.8,1366.6,2635.8,2043.4,3056,1299.9,11.4
01,2004,233.9,42.8,15142.6,1343.7,2754.4,6842.6,3266.5,851.3,4858.8,2246,4920.7,3105.6,1545.6,2852.3,2125.5,3181.5,1268.6,16.7
01,2005,221.4,34.3,16235.7,1417.9,2926.1,6995.2,3437.1,891.1,4330.3,2525.2,5283.1,3258.3,1705.4,2870.7,2276.7,3337.5,1474.7,16.9
01,2006,207.5,46.1,17569.9,1720,3063.1,7027.3,3363.3,946.9,4375.2,2741,5538.2,3543.1,1877,3588.1,2320.3,3527.1,1636,17.5
01,2007,236.6,32.2,19158.1,1788.2,3477.2,7910.3,3792.8,1052.1,4948,3256.6,5664.3,3985,2053.4,3821.1,2426.6,3720.8,1699.9,17.1
01,2008,253.7,22.8,18870.2,1774.6,3590,8583.1,3661.7,1148.5,5092.6,2973,6328.6,4334.6,2611.3,4180.6,2612,3906.9,1911,23.7
01,2009,217.1,77.3,14534.3,2229.6,3510.4,7800.7,3108.9,1084.9,5069.1,3030.7,6592.7,4088.6,2323.4,4417.3,2773.7,4285.2,1950.5,25.5
01,2010,225.1,75.2,15811.8,2370.2,3561.6,7841.1,3447.4,1089.9,5200.9,2846.9,6673.3,4242.7,2523,4781.2,2909.4,4390.3,2040.2,28.6
01,2011,201.9,65.5,14785.2,2207.8,3521.6,8706.4,3544,1136.1,5455.9,2974,7052.2,4591.6,2542.9,3957.9,3025.6,4479.7,2168.3,31.8
01,2012,198,70.5,11156.4,1956.6,3865.8,9294.5,3570.8,1178.1,5703.1,3137.1,7260.5,4886.2,2668.9,3991.2,3274,4897.1,2207.1,40.2
01,2013,199.5,48.4,13413,1875.4,3924.9,9242.9,3709.4,1039.9,6005.4,3056.5,7505.5,4836.7,2747.2,4251.5,3307.8,5022.9,2286.8,46
01,2014,210.9,64.4,14165.7,2235.6,3713.6,8223.4,3707.7,1094.9,6457.9,3561,7860.3,4833.4,2742,3923.9,3454.4,5041.3,2285.6,55.8
01,2015,217.5,7.7,15675.9,2091,3993.3,8411.8,3745.8,1160.8,6835.1,3535.4,8322,4952,2863.6,4107.7,3666.6,5283.8,2329.5,57.2
01,2016,219.8,47,15052.8,2250.4,4547.2,8250.4,3734.9,1220.7,7101,3910.6,8530.5,5048.4,3201.1,4159.3,3462.2,5414.6,2406.4,64.6
01,2017,214.5,70,17187,2300.8,4877.4,8617.2,3912.4,1334.6,7408.4,4035.8,8873.6,5282.7,3502.8,3851.6,3459.7,5453.5,2416.2,65.4
01,2018,234.3,70.7,15707.5,2491.9,5306.2,8723.5,3957,1431.5,7605.5,4230.2,9677,5614.7,3817.1,4005.8,3540.7,5623,2574.7,73.5
01,2019,244.7,50.6,16927.2,2726.2,5513.9,8751.4,4194.8,1523.3,8041.6,3797.1,10053.9,5659.8,4255.7,4185.6,3745,5895.5,2998.3,76.8
01,2020,231.6,51,17002,2792.9,5817.5,9233.4,2684.9,856.8,8344.9,3853.5,10116,5935.6,3786.5,4337,3787.1,6128.8,2814.1,77.5
01,2021,244.2,30,16853.4,3061.4,5554.5,9553.2,2884.8,844.9,9226.1,4446.4,10931.6,6357.2,3861.1,4398,3950.8,6591.8,2918.8,83.7
01,2022,270.3,25,21942.5,3531.8,5605.8,9552.8,3764.5,1289.4,8829,4958,9328.1,6638.9,4071.4,4603,4117.3,6960.2,3126,92.2
01,2023,284.8,,,,,,,,,,,,,,,,,
02,2000,364.3,25.4,,,725.8,675.5,570.7,135.7,268.4,297.3,,307.1,224.1,447.1,517.3,774.7,200.4,4.9
02,2001,348.7,28.7,,,737.1,767.2,690.9,155.8,347.1,326.3,,339.5,205.4,477,559.2,848.8,223.5,5.1
02,2002,358.2,26.9,6858.2,247.3,767.4,808.1,695.8,154.8,401.2,281,1057.3,354.7,236.1,572.9,589.9,883.8,228.7,5.4
02,2003,348.1,27.3,6097.3,265.7,694.5,843.4,727.4,170,353.2,246.7,1140.7,369.7,255.4,559.2,620.3,945.9,243,6.7
02,2004,342.9,29.3,6541.3,286.7,741.4,914.7,699.5,185.5,393.5,258.3,1248.6,387.6,248.3,563.1,656.2,1003.9,264.4,8.6
02,2005,327.6,30.3,6805.2,301.6,843.5,884.5,631.8,184.5,374.2,272.5,1244.9,425.7,318.1,588.5,690.4,1060.8,260.4,9.2
02,2006,234.4,31.2,7077.6,345.7,954.1,1026,694.8,195.1,411.7,292.6,1276.5,462.9,370.5,544.2,708.4,1137,281.1,9.4
02,2007,321.6,46.1,8378.3,340.2,1033.6,1065,741.3,213.1,441.7,322.8,1354.9,523.9,415.2,572.3,739,1211.5,282.4,9.8
02,2008,331.9,37.4,8413.6,348.1,1093.3,1167.4,729.6,224.4,405.9,280.6,1404.8,437.9,428.5,604.9,793.4,1312.8,329.9,10.1
02,2009,305.6,30.1,5910.4,185.7,974.8,1107.2,704.3,191.6,371.8,332.8,1454.9,710.2,363.7,621.4,793.9,1365.1,339.5,10.5
02,2010,318.1,25,4822.6,254.4,952.2,1108,703,190.7,354.8,322.1,1471.6,658.9,396.4,576.5,766.5,1411.6,363,11.8
02,2011,301.1,28.3,5052.5,262.2,962.2,1166.2,724.6,219.3,378.4,343.5,1611,643.6,444.5,757.8,804.9,1462.7,368.4,11.6
02,2012,290.7,22.8,4226.2,259.3,975.8,1111.3,671.7,239.7,373.8,334.1,1684.3,600.3,464.6,784.5,880.7,1552.6,368.4,13.6
02,2013,281.3,24.4,4158.7,338.4,957.4,1119.1,679.1,250.1,399.1,347.2,1680.4,634.5,450.9,779.1,899.7,1605.7,375.7,17
02,2014,305.2,31,4213.7,302,937.4,1249.8,663.6,243.8,401.6,390.5,1732.7,606.9,480,785.8,838.5,1619.6,378.6,24.1
02,2015,292.5,21.8,4407,267.3,961,1172,694.4,244.9,388.9,425.5,1837.2,577.6,483,632.7,850.3,1740.7,368.8,24.7
02,2016,333.9,16.8,4809.3,241.3,1080.5,1236.2,668.1,250.9,437.3,441.2,1936.3,623.7,490.3,625.6,838,1769.3,375.2,27.4
02,2017,342.6,21.6,5229.8,275.4,1180.9,1295.7,713.4,270.9,450.8,577.1,2013.3,718.1,562.8,625.3,856.9,1788.2,397.2,27.8
02,2018,350.2,26.6,5611.1,283.4,1251.6,1323.1,705.9,266.6,470.5,464.3,2136.5,744.4,584.2,650.7,897.9,1858.2,399.2,24.7
02,2019,397.7,35.5,5671.6,313.3,1317.8,1346.8,741.2,268,495.2,412.1,2127.9,823,615.3,592.1,966.3,1929.6,369.3,22.3
02,2020,435.8,30.5,5556.1,311.7,1301.3,1313.6,699.2,227.2,471.7,428.8,2110.4,784,630.3,603.8,979.2,1941.5,352.2,23.6
02,2021,422,33.8,5988.7,315.3,1259,1405.9,764.2,239.7,553.9,485.7,2121.6,796.6,595.7,638.2,1028.1,2075.4,373.5,18.8
02,2022,488,33.3,6272.5,333.5,1305,1409,845.1,312.8,664.7,661.2,2518.3,851.2,661.6,684.5,1078.7,2168.9,400.1,16.9
02,2023,508.6,,,,,,,,,,,,,,,,,
04,2000,214.1,15.1,2768,165.4,306.9,313.7,298.8,44.2,94.9,99.4,448.2,124.3,51.7,272.5,201.5,357.4,104.8,2.3
04,2001,205.9,17.9,,,270.3,358,349,53.5,124.1,108.5,,149.9,62.2,286.3,215.9,385.4,116.3,2.5
04,2002,205.1,18.1,2967.3,221,269.3,445.4,321.4,55.3,129,91.3,490.6,152.9,110.4,286.5,227.8,405.1,107.1,2.8
04,2003,199.3,18.1,,,273,443.5,341.9,57.2,152.3,86.8,,131.6,79.4,308.8,239.5,428.7,109.9,3.6
04,2004,205.1,19,2733.3,195.2,314.9,408.9,342.4,64.7,148,84.7,554.7,123.9,81.6,313.4,251,453.5,118.9,5.1
04,2005,193.6,18.4,2890.8,173.5,381.7,427.8,343.3,73.7,152.8,87.7,564.3,127,99.6,338,263.5,488.9,121.4,5.1
04,2006,157.9,21.6,3386.1,233.8,384.7,347.7,342.4,68.8,166.7,94.4,572.2,145.1,108.4,320.3,264,505.1,133.2,5.7
04,2007,204.7,25.1,3347.3,230.6,438.1,395.2,366.3,76,175.5,101.1,613.5,179.2,119.3,326.9,276.3,540.2,150.1,6
04,2008,193.3,28.1,3324,188.2,480.9,426.1,395.2,80.7,108.4,109.3,643.4,189.2,183.7,349.8,294.7,587.5,148.1,5.7
04,2009,190.5,31.9,2463.5,288.9,464,392.8,378.8,79.8,101.9,95.8,647.8,168.2,177.6,354.2,294.7,593.1,164.6,4.5
04,2010,191.6,24.3,2843.6,310,425,434.1,397.1,82.9,112.6,95.3,667.1,192.1,167.2,344.5,391.1,605.4,167,5.1
04,2011,178.9,19.7,3050,300.4,427.6,440.2,414.6,83.2,92.1,99.2,710.5,168.4,186.5,413.8,397.5,634.5,178.1,6
04,2012,170.7,23.4,3218.9,294.7,523.7,430,381.1,87.7,115.9,88.7,728.4,197.7,201.9,434.2,282.2,684.7,176.7,8.5
04,2013,153.3,20.7,2823,370.7,467.7,450.9,371.8,70.6,111.7,82.9,765.7,177.5,212.7,445.6,322.4,707.4,171.1,10.1
04,2014,186.7,22.5,2999.8,355.7,427.1,454.5,360.3,77.5,111.2,106.7,796.5,175.5,184.6,485.1,357.5,724,179.3,13.5
04,2015,193.8,25.2,3074.8,393.4,432.5,471.1,357.4,85.7,114.8,113.3,843.9,182.9,167.5,494.2,353.4,735.2,171.4,13.9
04,2016,215.9,22.2,2649.3,326.7,475.1,447.5,343.6,94,120.3,103.8,865.5,184.1,198.4,414.1,347.1,733.9,164.9,15.8
04,2017,226.6,20.2,2904,331,458.8,461.7,347.7,91.2,106.4,107.2,911.8,198.7,206.8,404.7,355.7,753.1,167.2,16
04,2018,239.1,11.9,2965.9,389.2,546,477,339.8,90.2,119.5,91.6,844.3,212.8,221.8,398.4,333.8,755,168.8,12.5
04,2019,265.7,21.5,2825.5,366.6,517.8,462.7,332.8,91.4,119.2,91.8,863.2,216.4,212.6,411.4,313.8,764.3,150.6,10.6
04,2020,285.1,25.7,2630.5,377.6,529.5,455.4,325.3,75,125.8,84.6,993.3,223.7,207.5,409.7,316.5,763.9,145.9,9.7
04,2021,272.6,21.7,2916.5,402.6,534.8,477.1,357.4,78.2,123.8,96.7,999.2,240,237,461.8,334.6,810.3,150.4,7.1
04,2022,305.2,16.6,3298.2,448.5,567.9,526.6,348.2,96.4,219.1,110.3,1011.7,244.6,226.3,484,350.2,839.7,147.6,8.1
04,2023,319.7,,,,,,,,,,,,,,,,,
05,2000,159,9.4,1239.4,93.7,201.2,212.1,116.1,37.3,74.5,75.6,324.7,84.8,59.2,270.1,161.9,252.9,81.1,1.6
05,2001,142.6,9.1,1406.3,139.5,209,245,120.7,45,84.7,85.2,342.5,91.9,67.4,274.9,168.7,272.4,84.2,1.8
05,2002,146.5,9.1,,,217.2,260.9,119.4,46.2,90.5,74,,99.1,71.1,278.1,183.1,290.9,85.3,1.9
05,2003,137.6,5.3,1383.2,119.6,228.8,271,131,50,85.6,71.1,396.9,108.7,82,296.8,194.9,312.8,97,2.7
05,2004,134.1,6.4,1550.2,102.1,237.5,313,140,52.9,86.6,72.8,422.7,121.3,88.9,302.9,203.9,333.4,105.2,3.7
05,2005,127.2,7.1,1478.6,104.2,278.2,318.2,136,49.5,130.8,76.9,435.1,122.1,68.4,319,206.7,359.1,100.6,4.1
05,2006,122.1,6.8,1517.9,94.7,330.7,338.1,135.2,63.2,106.4,83.1,443.9,130.5,76.7,312.9,215.5,374.9,103.6,4.3
05,2007,142.8,11.4,1614.8,118.6,395.3,381.4,149.6,66.1,96.4,84.8,452.4,131.4,74.9,340.9,228,401.7,123.1,4.5
05,2008,128,11.5,1683.7,148.8,469.1,438.4,181.1,50,98,99.9,544.4,152.3,95.4,328.3,244.2,447.4,120.8,5.2
05,2009,129.8,10.6,1176.8,141.8,311.6,373.6,160.9,66.5,93.1,84.3,549.5,118.2,100.9,351.9,249.9,423.7,131.8,4.6
05,2010,137.1,8.8,1154.6,144.4,305,384.4,163.2,71.3,96,83.2,562.4,129.5,117.4,312.9,318.5,436.6,136.6,5.2
05,2011,131.9,9.8,1152.3,176.8,317.4,388.5,165.5,90,95,87,600.4,190.9,126.2,393.3,326.5,455.2,137.1,5.1
05,2012,123.7,8.6,1623.3,213.5,324,426.3,184.7,78.2,102.2,82.8,605.3,185.2,116.6,431.4,285.8,492.5,147,6.1
05,2013,130.2,9.5,1605.7,221.5,299.3,424.7,174.7,81.2,116.6,91.2,654.9,153,105,419,248.2,506,145.7,6.3
05,2014,155.7,10.7,1263.5,192,304.8,440,161.8,76,122.7,96.4,686.7,200.8,120.3,449.5,252.5,512.6,142.1,8.1
05,2015,142.5,8.8,1345.7,186.3,316.5,444.2,174.4,78.5,96,94.7,714.1,237.5,115.9,346.9,277.1,536.1,138.1,8.3
05,2016,155.3,8.2,1473.4,163.5,323,449.1,172.2,79.3,86.4,93.8,739.1,217.4,124.9,340.4,269.7,535.2,149.7,8.8
05,2017,160.1,26.5,1562.6,166,348.3,503.7,165,72.8,83.6,92.7,742.6,228.3,129.6,357.5,233.8,535.4,147.7,8.9
05,2018,175.1,20.8,1382.9,156.4,364.3,485,152.6,71.6,88.5,85.1,768.5,225.6,148.3,380.1,230.2,545.7,150.3,8.3
05,2019,181.4,9.9,1403.6,182.1,391.9,519,156.8,81,88,80.5,794.7,227,156.5,392.4,244.1,559.3,162.6,8.7
05,2020,183.1,6.8,1491.2,172.4,395.4,496.6,155.6,66.1,104.1,83.6,840.6,223.4,167.2,421.4,244.8,577.1,166,9.4
05,2021,189.3,7,1858.1,196,370.4,527.7,149.9,69.5,100,88.4,852.4,226.8,195,460.8,260.1,617.4,171.6,8.5
05,2022,204.7,6.9,1757.5,213.3,349.9,531,167.9,84.9,98.4,115.8,894,242.7,220.8,439.9,273.1,657.3,177.4,8.2
05,2023,219.7,,,,,,,,,,,,,,,,,
06,2000,270.1,19.7,6121.9,202.2,644.5,637.7,475.9,121.2,453.5,196.2,942.2,289.3,148.5,449.4,523,735.1,217.1,3.4
06,2001,258.6,16.7,7059.2,238.8,622,697.4,496.8,144.8,558,215.4,1052,352.2,180.4,476.5,565.6,802.9,247.2,3.7
06,2002,262.5,17.3,6946.3,331.3,584.6,809.5,521.7,158.3,551.8,193.5,1096.4,355.9,243.2,495.8,603.5,847.7,259.4,4.2
06,2003,259,16.3,,,668.6,859,479.5,155.1,581,187.7,,346.9,218,531.3,632.7,916.4,272.1,5.1
06,2004,248.8,12.1,6886.8,413.8,691.6,1044.2,482.4,174.7,574.8,188.3,1260.3,399.1,257.1,556.6,672,977.1,298.9,7.6
06,2005,238,13.2,7133.4,332.1,817.6,1113.1,502.4,191.9,558.5,207.9,1273.9,429.6,292.5,614.8,727.5,1057.2,312.7,8.5
06,2006,237.2,19.3,7522.3,334.2,898.6,1018.8,487.6,197.8,606.3,228,1363.2,438.2,335,560,728.8,1108.2,315.5,8.2
06,2007,341.1,27.6,8534.9,361.9,984.2,1020.4,574.7,217.6,652.8,250.6,1464.7,487.1,452.3,582.4,782.2,1193.9,332.1,8.6
06,2008,312.9,24.5,8452,451.2,1019,1302.6,574,221.9,662.1,282.1,1527.9,546.9,461.3,624.7,838.9,1311.3,343.6,9.3
06,2009,366.5,23,5630.5,535.5,914.3,1036.9,557.4,211.3,650.4,258.9,1553.5,549.3,557.9,571.1,876.2,1331.9,383.7,10.1
06,2010,384.4,18.7,6306.5,660.6,896.8,1023.8,567.8,218.8,656.9,252,1671.3,556.9,526.6,571.7,785.9,1425.8,398.2,11.4
06,2011,399.4,16.5,6304.5,580.9,980.7,1176.2,562.5,222.8,754.3,270.2,1748.2,627.8,572.6,663.8,821.2,1849.4,402.4,13.5
06,2012,395.6,14.2,5450.5,618.4,987.9,1280.4,597.6,253,781.9,265.5,1799,622.5,521.2,684.6,962.6,1634.7,415.8,15.6
06,2013,418.2,12.6,5187.3,783.7,968,1075.8,511.2,240.6,831.8,253.4,1876.4,689.5,506.6,699.2,989.4,1695.5,422.5,17.8
06,2014,319.4,19.6,4978.6,472.9,972.8,1239.7,573.5,249.3,800.3,334,1968.9,637.4,517.1,741.5,1005.9,1715.5,414.4,23.8
06,2015,304.9,31.2,5111.2,431.8,984.9,1252.5,565.6,259.8,812.3,340.9,2068.6,678.3,531.7,676.6,888.1,1738.5,436,24.4
06,2016,324.6,33.1,5178.2,405.1,1071.7,1263.4,586.1,261.9,891.3,361.8,2169.3,698.8,527.1,677.5,1034.1,1803.1,452.5,21.9
06,2017,346.4,24.6,5252.2,436.9,1216.8,1314.1,619.4,297.5,1006,383.1,2213,789.6,620.5,686.5,981,1830.4,455.5,22.2
06,2018,352,26,5311.6,499.6,1305.4,1374.9,610.9,291.7,1040.7,426.2,2290.7,889,693.9,734.8,1018.5,1892.6,466.1,20.9
06,2019,361.8,35.8,5638.4,565.6,1300.4,1347.9,643.8,337.3,1065.4,427.6,2407.7,943.9,721.4,727,1031.7,1971.6,477,18.2
06,2020,359.1,30.3,6101.8,573,1300.8,1461.5,648.4,250.7,1114.2,436.1,2449,886.4,669.9,745.2,1056.5,2019.9,442.5,20.2
06,2021,384.6,33.7,6525.9,647.1,1293.2,1455.9,658.2,250.5,1254.9,500.8,2406.7,1015,712.8,807.5,1115.7,2167.9,470.9,18.2
06,2022,437.4,21.4,5656.1,730.2,1392.2,1597.8,743.6,344.6,1356.3,642.5,2853,1163.2,788.6,868.9,1142.6,2251.8,528.1,16.9
06,2023,466.5,,,,,,,,,,,,,,,,,
07,2000,143,3.7,1756.9,72.6,325.1,284.9,166.4,51.7,137.3,89.9,406.5,98.6,58.2,153.2,180.4,311.3,102.2,2.1
07,2001,140.4,3.6,1918.8,64.5,297.6,324.4,169.7,61.6,183.4,96.7,428.9,120.3,73.4,168.6,189.4,340.3,112,2.2
07,2002,145.7,3.2,1831.2,79.5,292.7,338.1,162.5,63.9,123.4,80.7,453.7,116.9,72.1,173.2,200.5,357.4,107.9,2.3
07,2003,127.9,3.8,1895.1,85.4,319,351.9,172.5,65,176.8,78,484.2,115,83.4,189.2,206.3,379.2,109.1,2.8
07,2004,129.9,5.2,1976.6,85.4,323.6,361.5,182,77.1,176.5,77.2,499.7,130.5,86.3,197.6,216.2,398.1,120.8,3.9
07,2005,125.6,2.6,1950.7,157.3,367.9,358.9,203.8,79.8,134.7,85.9,530.5,125.4,102.6,224.2,225.4,422.9,123.2,4.2
07,2006,131.7,2.8,2010,112.4,397.4,389.8,191,83.3,101.1,95.8,553.4,130.2,99.4,212.1,223.8,437.8,128,4.3
07,2007,209.7,0.7,2177.8,104,459.7,277.3,189.8,83.9,158.4,89.2,571.8,160.4,94.8,230.7,229.4,450.8,138.2,3.8
07,2008,190.7,4.2,2102.7,96.7,485.5,455.8,213.8,73.9,164.1,85.2,619.7,162.2,138.8,248.6,244.5,500.3,145.2,3.9
07,2009,172.3,3.7,1409.7,130.2,399.5,470.6,188.3,76,171.7,94.9,623.4,150,169.3,243.7,257.1,501.8,155.8,4
07,2010,185.4,3.2,1633.6,186.2,394.5,476.5,201.1,76.9,180.6,88.3,651.7,148.1,166.1,233.4,336,521,154,4.5
07,2011,180.7,2.4,1752.1,174.4,428.4,514.1,211.9,93.6,169.5,91.8,669.5,157.4,194.1,238.8,349,557.1,157.6,5
07,2012,179,2.2,1906.4,171.3,403.7,566.8,219.9,90.8,172.6,88.1,682.2,164.9,242.3,267.2,297.8,592.1,164.8,5.5
07,2013,184.4,2.5,1836,209,406.2,498.2,212.6,96.8,148.4,82.2,709.2,167.5,219,266,284.9,571.5,165.4,7.5
07,2014,187.3,2,1851.5,228.1,380.1,522.5,207.7,92.4,163.3,100.1,724.3,153.6,221,262.7,281.1,602.8,158.7,8.1
07,2015,177.5,1.5,1834.5,221.2,405.1,528.6,228.2,92.8,152.5,109.7,781.3,182.1,175.4,209.8,289.8,666.1,154.8,8.3
07,2016,196.6,3.9,1863.2,239.1,442.8,528.9,223.6,97.9,166.2,92.8,829.6,170.5,184.9,211.4,277.1,678,162.7,8.1
07,2017,186.9,4.7,2024.2,222,485.2,528.1,208.5,102.6,166.1,93.7,860.4,194.9,205.4,203.3,245.8,653,166.2,8.3
07,2018,204.9,6.1,2025.7,212.2,507.4,539.4,200.6,110.2,168.1,82.9,883.6,172.6,221.9,199.2,243.3,661.4,162.9,6.4
07,2019,188.9,7.6,1881.7,216.2,526.2,535.9,211.5,109.9,182.9,78.9,905.9,180.9,222.9,201,253.4,687.4,163.2,5.6
07,2020,192.1,6.9,1843.7,224,513.2,521.1,199.6,100.1,175.1,82.5,940.6,193.4,201,200.9,267.8,677,151,6.7
07,2021,213.6,7.9,2114.8,226.6,484.5,545.4,194.2,98.9,187,89.4,950.2,219.5,217.2,214.1,278.8,745,152.5,5.5
07,2022,230.7,5.9,2504.7,231.6,527.2,576.5,228.9,118.1,192,101.6,1037.3,259.5,225.6,226.1,294,781.5,161.4,6.3
07,2023,244.9,,,,,,,,,,,,,,,,,
08,2000,114.3,7.9,2899.7,75.9,284.9,265.6,465,33.7,68.1,71.6,342.7,76.8,56.1,378.1,118,282.1,82.5,1.6
08,2001,116.9,11.8,2779.6,80.3,286.7,317,508.7,41.9,82.7,75.6,358.4,96.3,71.6,398.6,124.7,304.2,93,1.5
08,2002,118.3,10.3,2381,100.1,314.5,275.7,496.9,44.3,72.3,65.2,384.6,93.1,67.7,441.9,131,318.2,93.4,1.4
08,2003,110.4,8.1,2238.8,97.2,236.1,277,500.4,45.7,91.6,60,405.3,96.1,75,474.6,135,335.3,97.6,1.8
08,2004,113.5,7.8,2282.2,134.4,339.5,308.3,582.7,60.6,95.5,58.2,426.8,106.3,85.2,490,143.1,356.2,108.4,2.5
08,2005,112.1,7.1,1941.3,95.8,380.5,473.3,564.9,67.8,119.2,62.4,446.1,115.7,88.2,517.1,151.7,369.6,108,2.6
08,2006,99,8.2,2166.1,143.1,373.1,411.5,505.4,69.1,71.7,70.1,459.2,118.5,95.4,464.7,166.4,386.5,114.5,2.1
08,2007,125.4,12.1,2010.7,150.9,377.7,410.5,462.9,72.2,61.5,77.4,476.9,144.1,206.5,410.7,167.7,414.5,114.6,2
08,2008,112.6,13,1855.8,138,399.4,373.6,444.3,55.7,68.2,82.1,525.1,154.1,126.3,421.3,169.4,446,115.4,2.3
08,2009,100.2,15.7,1172.5,185.4,364.4,342.9,385.4,61.7,66.8,73.3,526,133.1,125.5,430.8,191.9,461.3,124.1,2.5
08,2010,107.4,20.9,1444,181.1,342.3,357.9,397.5,66.8,70.3,72.7,524.9,138.7,136.5,379.8,271.3,470.3,123.6,2.8
08,2011,104.5,15,1526.4,183.4,330.4,328.4,523.3,73.6,68.9,65.5,564.5,172.1,141.8,402.7,281,488.2,124.8,3.2
08,2012,98.6,17.5,1295.4,234.9,308.1,360.8,563.8,79.8,132.2,62.2,578.5,151.4,127.7,459.1,206.9,539.3,128.9,4.1
08,2013,95.8,14.9,1352.3,196.4,305.7,363.7,470.3,66.7,161,54.2,598.1,147,154.5,464.2,223.4,544.5,128.2,4.8
08,2014,135,13.7,1334,197.4,339.5,338.2,443.8,71.6,193.5,60.8,617.9,167,148.1,477.7,229.5,549,129.1,3.1
08,2015,131,11.7,1536.4,229.6,339.5,357.3,431.9,70.3,243.1,68.4,651.8,159.8,140.9,476.1,237.3,574.8,133.4,3.2
08,2016,138.9,12.9,1471.6,190.7,301.4,342.4,432.7,69.4,287.3,58.5,677.3,158.5,145.2,463.3,231.5,584.4,136.6,3.7
08,2017,139.2,8.5,1741.4,197.9,363.3,354.7,465.5,83.5,374.3,53.5,696.9,165.4,153.8,457.9,209.1,561.2,135.5,3.8
08,2018,142.2,9.6,1944.2,207.2,322.2,348.1,539.5,93.1,462.9,45.7,669.1,173.6,170.6,483.1,209.7,592.1,131.7,3.4
08,2019,153.6,10.8,1783.4,205.4,350,400.1,537.2,91.5,556.3,45.5,682.4,198,169.8,495.7,210.6,604.4,121.8,2.9
08,2020,142.6,8.8,1708.9,194.8,358.3,375.5,563.7,79.6,490.9,50,775.8,190.6,173.1,492.4,208.9,614.2,111.6,3
08,2021,134.9,9.3,2066.3,209.9,346.1,376.2,579.2,70.1,364.2,54,808.7,189.4,173.2,501,221.2,646.1,113.4,2.8
08,2022,149.6,9,1852.3,264.5,333.2,390.1,519.3,82.9,405.3,58.4,884.5,204,178.3,507.4,247.5,674.7,123.2,2.7
08,2023,159,,,,,,,,,,,,,,,,,
09,2000,129.8,12.1,,,173.4,204.9,205.7,38.6,68,57.6,,52.6,27.2,129.4,138.7,198.1,66.2,1.2
09,2001,126.5,13,2344.6,75.9,186.5,191.6,218.3,45.9,80.8,60.3,273.7,62.8,33.9,142.5,148.1,213.3,71.6,1.3
09,2002,124.2,12.8,2190.5,90.5,158.9,198.8,219.5,43.9,81.6,52.3,289.8,60.4,35.1,150,159.5,222.9,71.8,1.4
09,2003,121.5,13.1,2008.1,91.9,157.1,342.2,206.4,44.4,97.2,49.1,310,56.8,39.3,162.7,168.1,234,75.2,1.8
09,2004,142.8,14.2,2008.9,117.7,182.2,271.8,186.8,51.6,69.7,47.7,325.6,62.7,38,185.3,176.9,242.4,82.9,2.6
09,2005,133.8,11.9,1773.8,116.6,199.7,260.9,201.3,54.6,78.9,48,338.5,64.4,43.8,188.7,188.2,264.8,80.2,2.9
09,2006,131.8,16,2056,103.7,223,205.4,182.4,56.3,65,51.3,342.6,66.1,55.2,157.7,191.7,272.4,84.9,2.5
09,2007,160.1,13.7,2256.1,116.5,273.4,272.1,194,56.3,79,57.1,361.2,72.6,58.9,140,200.2,291.3,90.4,2.9
09,2008,148,13.6,1846.4,141.2,278.6,321.7,213.5,60.4,112.4,57.1,366.6,79.6,74.5,147.1,211.1,323.1,94.2,3.1
09,2009,123.7,13.5,1272.5,126.9,240.8,391.8,213.2,57.9,94.7,48.8,364.5,80.1,82.1,137,208.2,354.4,96.9,3.5
09,2010,131.1,15.6,1774.7,172.2,230.3,289.2,228.3,76.5,89.1,47,368.1,88.8,94.6,128.9,216.6,364,107,3.9
