region,municipality,year,Median of debt for All debts,Median of debt for Consumption debts and other debts,Median of debt for Debts charged on business activities and a source of income,Median of debt for Housing loan debts,Median of debt for Study loan debts,Mean of debt for All debts,Mean of debt for Consumption debts and other debts,Mean of debt for Debts charged on business activities and a source of income,Mean of debt for Housing loan debts,Mean of debt for Study loan debts,"B2N Operating surplus, net","B3N Mixed income, net","D11R Wages and salaries received, income","D12R Employer's social security contributions, income","D4OMR  Property income, (incl. holding gains and losses), income","D4K Property income, expenditure",B5N Net national income,"D62R Social benefits other than social transfers in kind, income","D7R Other current transfers, income","D5K Income, property and other direct taxes excl. capital taxes, expenditure",D61K Employer's social security contributions,"D7K Other current transfers, expenditure","B6N Disposable income, net"
17,069,2015,54884.0,11714.0,39464.0,67942.0,39464.0,92762.0,38589.0,78143.0,84941.0,78143.0,,,,,,,,,,,,,
17,069,2016,57899.0,13558.0,38761.0,66481.0,38761.0,96393.0,43230.0,75785.0,84681.0,75785.0,,,,,,,,,,,,,
17,069,2017,56936.0,13982.0,42396.0,65388.0,42396.0,96724.0,44474.0,81090.0,83692.0,81090.0,,,,,,,,,,,,,
17,069,2018,53198.0,14732.0,46119.0,62261.0,46119.0,92136.0,42014.0,79327.0,81424.0,79327.0,,,,,,,,,,,,,
17,069,2019,51938.0,14834.0,52169.0,61288.0,52169.0,91009.0,38208.0,96156.0,79703.0,96156.0,,,,,,,,,,,,,
17,069,2020,52364.0,16450.0,51030.0,60285.0,51030.0,87919.0,38840.0,81812.0,77686.0,81812.0,,,,,,,,,,,,,
17,069,2021,51052.0,15768.0,46240.0,60950.0,46240.0,83511.0,35391.0,88903.0,76041.0,88903.0,,,,,,,,,,,,,
17,069,2022,43845.0,13867.0,40407.0,55592.0,40407.0,74571.0,30546.0,76025.0,71264.0,76025.0,,,,,,,,,,,,,
17,069,2023,41262.0,13868.0,38495.0,53968.0,38495.0,67062.0,26420.0,65953.0,67894.0,65953.0,,,,,,,,,,,,,
17,069,2024,42861.0,14568.0,34222.0,53204.0,34222.0,66016.0,25397.0,59669.0,67183.0,59669.0,,,,,,,,,,,,,
17,071,2003,34774.0,9967.0,45590.0,39159.0,4435.0,58808.0,17563.0,88678.0,52261.0,6170.0,,,,,,,,,,,,,
17,071,2004,34909.0,10810.0,44857.0,43478.0,4616.0,63611.0,19652.0,92749.0,57342.0,6504.0,,,,,,,,,,,,,
17,071,2005,37159.0,11843.0,42924.0,44967.0,4310.0,68194.0,24120.0,85563.0,61304.0,6120.0,,,,,,,,,,,,,
17,071,2006,38687.0,13254.0,36833.0,45296.0,4180.0,72628.0,32714.0,78505.0,63274.0,6236.0,,,,,,,,,,,,,
17,071,2007,37313.0,12141.0,34895.0,51923.0,3955.0,79302.0,37991.0,73545.0,71268.0,6208.0,,,,,,,,,,,,,
17,071,2008,40266.0,11750.0,37747.0,58280.0,3994.0,82914.0,38594.0,77926.0,75298.0,5918.0,,,,,,,,,,,,,
17,071,2009,41618.0,10800.0,43872.0,64106.0,3602.0,86096.0,37172.0,97590.0,80332.0,5687.0,,,,,,,,,,,,,
17,071,2010,44787.0,10744.0,39130.0,64642.0,3818.0,88828.0,37939.0,102438.0,81572.0,6085.0,,,,,,,,,,,,,
17,071,2011,44637.0,9210.0,39020.0,65678.0,3597.0,89373.0,37552.0,106669.0,82686.0,5428.0,,,,,,,,,,,,,
17,071,2012,55155.0,12518.0,42884.0,65470.0,3622.0,98076.0,50773.0,105572.0,83680.0,5186.0,,,,,,,,,,,,,
17,071,2013,55111.0,12789.0,40180.0,67007.0,3431.0,101293.0,49942.0,129505.0,86889.0,4917.0,,,,,,,,,,,,,
17,071,2014,55061.0,13784.0,46599.0,71406.0,3602.0,102368.0,50553.0,126586.0,88021.0,5255.0,,,,,,,,,,,,,
17,071,2015,57861.0,11946.0,43125.0,72897.0,43125.0,107080.0,51129.0,119889.0,89746.0,119889.0,,,,,,,,,,,,,
17,071,2016,62286.0,13386.0,51680.0,71668.0,51680.0,109283.0,50825.0,126896.0,91954.0,126896.0,,,,,,,,,,,,,
17,071,2017,66893.0,15681.0,54304.0,75460.0,54304.0,111883.0,53340.0,130981.0,92461.0,130981.0,,,,,,,,,,,,,
17,071,2018,65415.0,15136.0,70479.0,72775.0,70479.0,110210.0,49633.0,148361.0,89300.0,148361.0,,,,,,,,,,,,,
17,071,2019,63678.0,14586.0,59770.0,69528.0,59770.0,105928.0,47283.0,136366.0,88076.0,136366.0,,,,,,,,,,,,,
17,071,2020,62518.0,15101.0,55427.0,72961.0,55427.0,106781.0,48286.0,145749.0,87825.0,145749.0,,,,,,,,,,,,,
17,071,2021,63768.0,16549.0,62840.0,70554.0,62840.0,103974.0,44639.0,162792.0,86129.0,162792.0,,,,,,,,,,,,,
17,071,2022,57270.0,14962.0,50840.0,67701.0,50840.0,91071.0,38335.0,123298.0,80029.0,123298.0,,,,,,,,,,,,,
17,071,2023,51104.0,13816.0,34709.0,62260.0,34709.0,77848.0,28889.0,96844.0,73322.0,96844.0,,,,,,,,,,,,,
17,071,2024,48589.0,13597.0,42373.0,62088.0,42373.0,72569.0,24879.0,89846.0,72161.0,89846.0,,,,,,,,,,,,,
17,072,2003,35693.0,12093.0,19842.0,38477.0,7017.0,56712.0,24735.0,45960.0,50666.0,9078.0,,,,,,,,,,,,,
17,072,2004,35252.0,10026.0,20943.0,41245.0,4322.0,63038.0,24469.0,53148.0,58734.0,8084.0,,,,,,,,,,,,,
17,072,2005,40477.0,14417.0,22710.0,40875.0,4564.0,68192.0,27088.0,56971.0,59773.0,7641.0,,,,,,,,,,,,,
17,072,2006,39512.0,12584.0,16344.0,47397.0,5441.0,67147.0,27194.0,41803.0,66883.0,7310.0,,,,,,,,,,,,,
17,072,2007,38193.0,12434.0,24140.0,50289.0,6868.0,72612.0,28628.0,46170.0,69408.0,9239.0,,,,,,,,,,,,,
17,072,2008,45169.0,10179.0,30813.0,61404.0,7749.0,80654.0,26742.0,61442.0,78431.0,8921.0,,,,,,,,,,,,,
17,072,2009,44666.0,10543.0,37129.0,61367.0,7991.0,85723.0,29158.0,62588.0,83765.0,8549.0,,,,,,,,,,,,,
17,072,2010,57181.0,10595.0,40531.0,71894.0,5310.0,91534.0,25287.0,72946.0,94347.0,7343.0,,,,,,,,,,,,,
17,072,2011,20629.0,3731.0,70073.0,65066.0,6738.0,65476.0,18400.0,116017.0,86904.0,7986.0,,,,,,,,,,,,,
17,072,2012,19956.0,3740.0,72963.0,67529.0,5314.0,62801.0,17447.0,122948.0,86976.0,7571.0,,,,,,,,,,,,,
17,072,2013,51308.0,11049.0,24672.0,70932.0,3980.0,85048.0,29882.0,87531.0,87653.0,6976.0,,,,,,,,,,,,,
17,072,2014,53768.0,14086.0,47035.0,65377.0,5998.0,88858.0,34342.0,84992.0,87407.0,7961.0,,,,,,,,,,,,,
17,072,2015,60881.0,15837.0,45764.0,69904.0,45764.0,95156.0,36007.0,83566.0,90125.0,83566.0,,,,,,,,,,,,,
17,072,2016,64633.0,16367.0,88483.0,70319.0,88483.0,97542.0,38215.0,115785.0,87383.0,115785.0,,,,,,,,,,,,,
17,072,2017,59273.0,15308.0,71385.0,61138.0,71385.0,92743.0,35629.0,110092.0,82556.0,110092.0,,,,,,,,,,,,,
17,072,2018,51099.0,13879.0,74287.0,67697.0,74287.0,87955.0,32343.0,111530.0,86666.0,111530.0,,,,,,,,,,,,,
17,072,2019,52531.0,15915.0,65321.0,66967.0,65321.0,90631.0,33762.0,98215.0,88380.0,98215.0,,,,,,,,,,,,,
17,072,2020,49157.0,16540.0,36998.0,63001.0,36998.0,90018.0,43250.0,64581.0,83891.0,64581.0,,,,,,,,,,,,,
17,072,2021,48132.0,16040.0,41138.0,62328.0,41138.0,92016.0,39887.0,82474.0,83719.0,82474.0,,,,,,,,,,,,,
17,072,2022,52953.0,17789.0,38581.0,62345.0,38581.0,91946.0,39964.0,84926.0,77946.0,84926.0,,,,,,,,,,,,,
17,072,2023,45107.0,15711.0,29788.0,65456.0,29788.0,84241.0,35151.0,76499.0,79878.0,76499.0,,,,,,,,,,,,,
17,072,2024,43730.0,14144.0,40972.0,63636.0,40972.0,78172.0,31724.0,80928.0,76922.0,80928.0,,,,,,,,,,,,,
17,139,2003,36118.0,10107.0,26115.0,50515.0,4449.0,55310.0,17877.0,42819.0,61170.0,6012.0,,,,,,,,,,,,,
17,139,2004,39951.0,11011.0,22899.0,56425.0,4162.0,62897.0,19856.0,45263.0,69059.0,6038.0,,,,,,,,,,,,,
17,139,2005,44003.0,11685.0,23776.0,60231.0,3997.0,71469.0,23667.0,51012.0,76638.0,6033.0,,,,,,,,,,,,,
17,139,2006,49768.0,12089.0,27290.0,69688.0,4112.0,80264.0,27269.0,47983.0,85041.0,5847.0,,,,,,,,,,,,,
17,139,2007,57266.0,11378.0,26319.0,77105.0,4354.0,85848.0,25611.0,65358.0,92733.0,5915.0,,,,,,,,,,,,,
17,139,2008,62085.0,10777.0,29408.0,81180.0,4160.0,89522.0,24995.0,73782.0,96227.0,5995.0,,,,,,,,,,,,,
17,139,2009,67486.0,10787.0,31262.0,87720.0,4283.0,93023.0,25256.0,75211.0,101282.0,6116.0,,,,,,,,,,,,,
17,139,2010,73463.0,10201.0,41235.0,89187.0,4669.0,100695.0,26078.0,127674.0,102971.0,6142.0,,,,,,,,,,,,,
17,139,2011,74804.0,9728.0,33895.0,91458.0,4240.0,101077.0,26375.0,102218.0,104608.0,5824.0,,,,,,,,,,,,,
17,139,2012,78240.0,11805.0,37075.0,90361.0,3821.0,103197.0,28676.0,129688.0,102803.0,5553.0,,,,,,,,,,,,,
17,139,2013,79026.0,12133.0,37666.0,90471.0,3718.0,102361.0,29377.0,118907.0,101412.0,5570.0,,,,,,,,,,,,,
17,139,2014,76500.0,12209.0,33948.0,87372.0,3941.0,100595.0,29390.0,124774.0,99211.0,5776.0,,,,,,,,,,,,,
17,139,2015,78908.0,12274.0,33511.0,89559.0,33511.0,101639.0,27996.0,129570.0,99978.0,129570.0,,,,,,,,,,,,,
17,139,2016,79336.0,13252.0,38044.0,86734.0,38044.0,102336.0,27968.0,144970.0,99726.0,144970.0,,,,,,,,,,,,,
17,139,2017,74140.0,13555.0,44966.0,88077.0,44966.0,101179.0,28656.0,146700.0,99642.0,146700.0,,,,,,,,,,,,,
17,139,2018,71506.0,13937.0,42122.0,86084.0,42122.0,97703.0,27183.0,112472.0,97877.0,112472.0,,,,,,,,,,,,,
17,139,2019,70345.0,14999.0,43241.0,84476.0,43241.0,98661.0,28408.0,129890.0,98768.0,129890.0,,,,,,,,,,,,,
17,139,2020,74209.0,15799.0,50209.0,86316.0,50209.0,101901.0,29511.0,134291.0,100069.0,134291.0,,,,,,,,,,,,,
17,139,2021,69781.0,15264.0,51283.0,83947.0,51283.0,100313.0,27416.0,166293.0,99643.0,166293.0,,,,,,,,,,,,,
17,139,2022,68553.0,15845.0,44845.0,78956.0,44845.0,96986.0,28920.0,120704.0,95493.0,120704.0,,,,,,,,,,,,,
17,139,2023,62878.0,15111.0,42154.0,76751.0,42154.0,90865.0,27501.0,98162.0,91162.0,98162.0,,,,,,,,,,,,,
17,139,2024,62545.0,15635.0,44073.0,77945.0,44073.0,90324.0,26957.0,91014.0,91421.0,91014.0,,,,,,,,,,,,,
17,208,2003,44176.0,11674.0,43106.0,49464.0,4673.0,70274.0,21658.0,90738.0,60172.0,5730.0,,,,,,,,,,,,,
17,208,2004,47051.0,12490.0,46307.0,51652.0,4555.0,76210.0,26141.0,92739.0,64061.0,5769.0,,,,,,,,,,,,,
17,208,2005,50608.0,12835.0,42894.0,57162.0,4425.0,83069.0,28113.0,98272.0,71942.0,5888.0,,,,,,,,,,,,,
17,208,2006,54305.0,14778.0,35387.0,62451.0,4654.0,89698.0,37017.0,80277.0,79616.0,6206.0,,,,,,,,,,,,,
17,208,2007,59029.0,13792.0,34619.0,69689.0,4456.0,95982.0,39371.0,73576.0,87859.0,5912.0,,,,,,,,,,,,,
17,208,2008,57528.0,12808.0,35355.0,70760.0,4191.0,99379.0,38568.0,80342.0,90004.0,5971.0,,,,,,,,,,,,,
17,208,2009,58230.0,13195.0,38700.0,77065.0,4475.0,102553.0,37960.0,94106.0,95285.0,6325.0,,,,,,,,,,,,,
17,208,2010,62968.0,13000.0,37516.0,78629.0,4562.0,105423.0,40248.0,90821.0,98013.0,6090.0,,,,,,,,,,,,,
17,208,2011,60943.0,11325.0,35392.0,78146.0,4465.0,104565.0,38056.0,92036.0,98847.0,6134.0,,,,,,,,,,,,,
17,208,2012,70459.0,14463.0,38511.0,81192.0,4794.0,110596.0,44200.0,96983.0,99969.0,6370.0,,,,,,,,,,,,,
17,208,2013,72444.0,14718.0,38996.0,84130.0,4244.0,111872.0,46982.0,95534.0,100312.0,6029.0,,,,,,,,,,,,,
17,208,2014,72969.0,14806.0,40183.0,84801.0,4490.0,110801.0,47297.0,91723.0,100158.0,6105.0,,,,,,,,,,,,,
17,208,2015,74626.0,13231.0,39842.0,84126.0,39842.0,111568.0,43423.0,91579.0,100115.0,91579.0,,,,,,,,,,,,,
17,208,2016,72099.0,14609.0,43620.0,83195.0,43620.0,110555.0,45796.0,89334.0,99212.0,89334.0,,,,,,,,,,,,,
17,208,2017,71411.0,15042.0,45637.0,80184.0,45637.0,110149.0,45571.0,94510.0,97816.0,94510.0,,,,,,,,,,,,,
17,208,2018,70242.0,15638.0,47425.0,79390.0,47425.0,106278.0,42960.0,92054.0,95481.0,92054.0,,,,,,,,,,,,,
17,208,2019,68861.0,16632.0,48843.0,77790.0,48843.0,105787.0,41796.0,102485.0,93170.0,102485.0,,,,,,,,,,,,,
17,208,2020,68683.0,16225.0,52190.0,77973.0,52190.0,104146.0,41982.0,97028.0,92454.0,97028.0,,,,,,,,,,,,,
17,208,2021,66815.0,16340.0,52082.0,76941.0,52082.0,100300.0,39370.0,93874.0,91650.0,93874.0,,,,,,,,,,,,,
17,208,2022,59247.0,14844.0,41823.0,72725.0,41823.0,86627.0,30243.0,66243.0,87068.0,66243.0,,,,,,,,,,,,,
17,208,2023,54837.0,13609.0,32204.0,67240.0,32204.0,81039.0,27926.0,52392.0,82873.0,52392.0,,,,,,,,,,,,,
17,208,2024,55198.0,14117.0,39215.0,66859.0,39215.0,82525.0,26366.0,70050.0,82334.0,70050.0,,,,,,,,,,,,,
17,244,2003,64480.0,11831.0,41082.0,80163.0,4465.0,81744.0,22465.0,72352.0,88598.0,6158.0,,,,,,,,,,,,,
17,244,2004,71217.0,11721.0,41666.0,87616.0,4646.0,90533.0,23024.0,75308.0,97314.0,6435.0,,,,,,,,,,,,,
17,244,2005,78313.0,12008.0,42995.0,94589.0,4623.0,98458.0,25116.0,75168.0,105250.0,6356.0,,,,,,,,,,,,,
17,244,2006,81674.0,12797.0,38669.0,101037.0,4846.0,104747.0,28318.0,77868.0,111082.0,6534.0,,,,,,,,,,,,,
17,244,2007,83640.0,12292.0,36305.0,103919.0,4935.0,110990.0,32980.0,77575.0,115653.0,6600.0,,,,,,,,,,,,,
17,244,2008,84198.0,11732.0,36688.0,103729.0,4905.0,108887.0,27956.0,87040.0,115615.0,6730.0,,,,,,,,,,,,,
17,244,2009,83016.0,10673.0,44589.0,105337.0,4852.0,110660.0,28099.0,98914.0,118174.0,6864.0,,,,,,,,,,,,,
17,244,2010,87463.0,10101.0,50860.0,106071.0,4420.0,111450.0,25012.0,93114.0,120237.0,6746.0,,,,,,,,,,,,,
17,244,2011,87983.0,9567.0,51954.0,109275.0,4153.0,111905.0,25156.0,95240.0,122381.0,6518.0,,,,,,,,,,,,,
17,244,2012,96243.0,12453.0,51849.0,108606.0,4483.0,116613.0,29064.0,92890.0,122121.0,6308.0,,,,,,,,,,,,,
17,244,2013,97303.0,13451.0,51474.0,108029.0,4251.0,117942.0,31273.0,95608.0,121735.0,6190.0,,,,,,,,,,,,,
17,244,2014,97617.0,13414.0,53072.0,109221.0,4340.0,119570.0,32316.0,96817.0,123268.0,6239.0,,,,,,,,,,,,,
17,244,2015,96483.0,12043.0,49158.0,109966.0,49158.0,119901.0,30062.0,96498.0,124439.0,96498.0,,,,,,,,,,,,,
17,244,2016,99184.0,13679.0,49774.0,112559.0,49774.0,123001.0,32937.0,102976.0,125719.0,102976.0,,,,,,,,,,,,,
17,244,2017,99348.0,13975.0,53691.0,112795.0,53691.0,122404.0,33288.0,113596.0,124771.0,113596.0,,,,,,,,,,,,,
17,244,2018,98395.0,14153.0,56249.0,113422.0,56249.0,124087.0,32873.0,110053.0,126196.0,110053.0,,,,,,,,,,,,,
17,244,2019,98931.0,14995.0,58091.0,115554.0,58091.0,128032.0,33465.0,119334.0,128205.0,119334.0,,,,,,,,,,,,,
17,244,2020,102709.0,16454.0,65045.0,119948.0,65045.0,131113.0,33690.0,124200.0,132620.0,124200.0,,,,,,,,,,,,,
17,244,2021,106304.0,17834.0,62601.0,122160.0,62601.0,134594.0,35794.0,116804.0,135616.0,116804.0,,,,,,,,,,,,,
17,244,2022,100953.0,17651.0,60668.0,116459.0,60668.0,129540.0,34179.0,112408.0,131694.0,112408.0,,,,,,,,,,,,,
17,244,2023,97364.0,17296.0,60084.0,111441.0,60084.0,124196.0,30617.0,104744.0,126844.0,104744.0,,,,,,,,,,,,,
17,244,2024,96415.0,17795.0,62492.0,112216.0,62492.0,125245.0,29912.0,108191.0,127786.0,108191.0,,,,,,,,,,,,,
17,305,2003,29662.0,9127.0,27756.0,48981.0,4233.0,52170.0,16308.0,50490.0,60954.0,5862.0,,,,,,,,,,,,,
17,305,2004,31677.0,9435.0,29027.0,50665.0,3985.0,54352.0,17668.0,49564.0,63701.0,5953.0,,,,,,,,,,,,,
17,305,2005,34982.0,10193.0,28432.0,58095.0,4252.0,59087.0,19249.0,47664.0,70373.0,6069.0,,,,,,,,,,,,,
17,305,2006,36160.0,10436.0,23641.0,62686.0,4004.0,63722.0,22019.0,45131.0,75233.0,6073.0,,,,,,,,,,,,,
17,305,2007,38620.0,10340.0,23350.0,66629.0,3972.0,67802.0,23096.0,47672.0,80588.0,5948.0,,,,,,,,,,,,,
17,305,2008,40693.0,10670.0,22507.0,67789.0,3817.0,70243.0,24021.0,48049.0,83004.0,5568.0,,,,,,,,,,,,,
17,305,2009,41133.0,10008.0,29576.0,69926.0,3762.0,71622.0,23047.0,60322.0,86738.0,5646.0,,,,,,,,,,,,,
17,305,2010,43565.0,10368.0,30850.0,68282.0,4099.0,74518.0,24156.0,60578.0,87839.0,5721.0,,,,,,,,,,,,,
17,305,2011,43382.0,9609.0,32736.0,69863.0,3996.0,73941.0,23592.0,54278.0,87283.0,5636.0,,,,,,,,,,,,,
17,305,2012,48732.0,11892.0,30146.0,71051.0,3803.0,76528.0,26700.0,56521.0,86315.0,5280.0,,,,,,,,,,,,,
17,305,2013,49026.0,12792.0,30208.0,69275.0,3822.0,76543.0,28555.0,53244.0,84264.0,5164.0,,,,,,,,,,,,,
17,305,2014,50642.0,12253.0,32186.0,69210.0,4092.0,75803.0,29075.0,57717.0,83165.0,5552.0,,,,,,,,,,,,,
17,305,2015,51091.0,10709.0,35066.0,70312.0,35066.0,76727.0,26377.0,60274.0,83632.0,60274.0,,,,,,,,,,,,,
17,305,2016,50893.0,11964.0,38239.0,70265.0,38239.0,78151.0,28274.0,64565.0,83745.0,64565.0,,,,,,,,,,,,,
17,305,2017,52645.0,12561.0,36900.0,67259.0,36900.0,78302.0,29222.0,66517.0,82617.0,66517.0,,,,,,,,,,,,,
17,305,2018,51098.0,13083.0,33899.0,66510.0,33899.0,77585.0,29937.0,63721.0,82035.0,63721.0,,,,,,,,,,,,,
17,305,2019,49128.0,13907.0,42218.0,66694.0,42218.0,76487.0,29469.0,70651.0,80726.0,70651.0,,,,,,,,,,,,,
17,305,2020,47256.0,15148.0,41880.0,67075.0,41880.0,75887.0,30420.0,69447.0,80515.0,69447.0,,,,,,,,,,,,,
17,305,2021,45262.0,15026.0,38135.0,65923.0,38135.0,74190.0,29451.0,69950.0,81135.0,69950.0,,,,,,,,,,,,,
17,305,2022,42752.0,13860.0,35886.0,62131.0,35886.0,71087.0,27784.0,59083.0,78667.0,59083.0,,,,,,,,,,,,,
17,305,2023,40046.0,13585.0,36560.0,60635.0,36560.0,67466.0,25927.0,61285.0,74908.0,61285.0,,,,,,,,,,,,,
17,305,2024,39972.0,13520.0,42074.0,60002.0,42074.0,66283.0,24134.0,64929.0,74050.0,64929.0,,,,,,,,,,,,,
17,317,2003,32260.0,10804.0,46278.0,28448.0,3458.0,62914.0,21275.0,92323.0,38743.0,5230.0,,,,,,,,,,,,,
17,317,2004,30843.0,11107.0,43488.0,29448.0,3902.0,64367.0,24149.0,89023.0,43620.0,5569.0,,,,,,,,,,,,,
17,317,2005,34560.0,12823.0,48691.0,33594.0,4101.0,70288.0,27207.0,96670.0,46668.0,5260.0,,,,,,,,,,,,,
17,317,2006,36774.0,16992.0,43135.0,32673.0,4484.0,78503.0,42410.0,82452.0,51327.0,5884.0,,,,,,,,,,,,,
17,317,2007,37554.0,16137.0,51101.0,33411.0,3850.0,87154.0,46266.0,89289.0,60017.0,5260.0,,,,,,,,,,,,,
17,317,2008,37947.0,16297.0,58882.0,35160.0,3265.0,85991.0,40377.0,106888.0,59528.0,4685.0,,,,,,,,,,,,,
17,317,2009,33541.0,14206.0,60449.0,38125.0,3242.0,88005.0,40943.0,110658.0,62636.0,4213.0,,,,,,,,,,,,,
17,317,2010,36313.0,15200.0,56408.0,46988.0,4269.0,96340.0,63388.0,82799.0,71483.0,5592.0,,,,,,,,,,,,,
17,317,2011,32449.0,14110.0,69744.0,45903.0,3386.0,91813.0,48818.0,135631.0,69933.0,5769.0,,,,,,,,,,,,,
17,317,2012,42275.0,18703.0,62560.0,48389.0,4305.0,101801.0,58274.0,129650.0,70336.0,5924.0,,,,,,,,,,,,,
17,317,2013,41350.0,18874.0,64924.0,48089.0,4453.0,104954.0,54432.0,163042.0,69582.0,5869.0,,,,,,,,,,,,,
17,317,2014,37005.0,17420.0,60959.0,45352.0,5035.0,104401.0,61077.0,146832.0,65795.0,6637.0,,,,,,,,,,,,,
17,317,2015,40149.0,13688.0,66888.0,49350.0,66888.0,113397.0,66797.0,131493.0,70376.0,131493.0,,,,,,,,,,,,,
17,317,2016,41481.0,16050.0,63926.0,51199.0,63926.0,118074.0,70782.0,141002.0,73155.0,141002.0,,,,,,,,,,,,,
17,317,2017,49113.0,15464.0,55984.0,51518.0,55984.0,122884.0,69061.0,144372.0,76236.0,144372.0,,,,,,,,,,,,,
17,317,2018,49069.0,16872.0,49770.0,49935.0,49770.0,113109.0,63965.0,121488.0,73067.0,121488.0,,,,,,,,,,,,,
17,317,2019,45886.0,17013.0,48165.0,47698.0,48165.0,107471.0,61217.0,130234.0,69610.0,130234.0,,,,,,,,,,,,,
17,317,2020,44289.0,19368.0,49204.0,49352.0,49204.0,105800.0,64214.0,126833.0,70762.0,126833.0,,,,,,,,,,,,,
17,317,2021,43493.0,20576.0,41811.0,53278.0,41811.0,102828.0,63248.0,120904.0,70032.0,120904.0,,,,,,,,,,,,,
17,317,2022,44034.0,18613.0,28458.0,49690.0,28458.0,92723.0,55281.0,119807.0,62312.0,119807.0,,,,,,,,,,,,,
17,317,2023,42365.0,15614.0,41559.0,45265.0,41559.0,77379.0,39032.0,98579.0,58496.0,98579.0,,,,,,,,,,,,,
17,317,2024,35946.0,15444.0,44813.0,41688.0,44813.0,74659.0,35702.0,101978.0,55987.0,101978.0,,,,,,,,,,,,,
17,425,2003,69084.0,12006.0,45556.0,81047.0,4242.0,85215.0,21354.0,73626.0,89613.0,6251.0,,,,,,,,,,,,,
17,425,2004,80761.0,12922.0,44019.0,97500.0,5083.0,97439.0,20885.0,72509.0,104794.0,6776.0,,,,,,,,,,,,,
17,425,2005,97570.0,13142.0,48785.0,112140.0,4800.0,109379.0,22133.0,78877.0,118422.0,6389.0,,,,,,,,,,,,,
17,425,2006,107898.0,14555.0,45042.0,119808.0,5459.0,121127.0,27868.0,67814.0,126866.0,6704.0,,,,,,,,,,,,,
17,425,2007,111000.0,13098.0,42390.0,125902.0,4950.0,125898.0,28211.0,67005.0,132176.0,6452.0,,,,,,,,,,,,,
17,425,2008,113654.0,12866.0,36419.0,131969.0,4688.0,127828.0,28592.0,74642.0,133485.0,6490.0,,,,,,,,,,,,,
17,425,2009,120581.0,12225.0,45864.0,135678.0,4502.0,130994.0,28562.0,79470.0,135419.0,6632.0,,,,,,,,,,,,,
17,425,2010,121489.0,12882.0,40825.0,130776.0,4445.0,131663.0,28922.0,76067.0,134111.0,6639.0,,,,,,,,,,,,,
17,425,2011,118362.0,11678.0,38686.0,129189.0,4354.0,128887.0,26996.0,68688.0,133318.0,6461.0,,,,,,,,,,,,,
17,425,2012,122437.0,14314.0,46277.0,130975.0,4311.0,133272.0,31562.0,80339.0,133895.0,6298.0,,,,,,,,,,,,,
17,425,2013,126307.0,14376.0,51845.0,128934.0,4728.0,135802.0,33528.0,84276.0,133081.0,6193.0,,,,,,,,,,,,,
17,425,2014,123286.0,14323.0,52510.0,127292.0,4457.0,136968.0,36797.0,82876.0,131789.0,6318.0,,,,,,,,,,,,,
17,425,2015,126829.0,13869.0,51379.0,130114.0,51379.0,140174.0,36950.0,83467.0,133088.0,83467.0,,,,,,,,,,,,,
17,425,2016,127900.0,14876.0,53227.0,131869.0,53227.0,141468.0,38491.0,85009.0,133990.0,85009.0,,,,,,,,,,,,,
17,425,2017,130951.0,15960.0,62867.0,130679.0,62867.0,142644.0,39592.0,96115.0,132973.0,96115.0,,,,,,,,,,,,,
17,425,2018,129171.0,15717.0,67445.0,126531.0,67445.0,140774.0,36897.0,101036.0,130352.0,101036.0,,,,,,,,,,,,,
17,425,2019,123349.0,17316.0,66556.0,123727.0,66556.0,138076.0,37320.0,112679.0,127996.0,112679.0,,,,,,,,,,,,,
17,425,2020,121854.0,18758.0,63901.0,124259.0,63901.0,138706.0,39161.0,106866.0,129656.0,106866.0,,,,,,,,,,,,,
17,425,2021,119053.0,20865.0,59361.0,120786.0,59361.0,137507.0,40111.0,94306.0,128718.0,94306.0,,,,,,,,,,,,,
17,425,2022,115729.0,18925.0,58415.0,115605.0,58415.0,131909.0,37566.0,97184.0,123263.0,97184.0,,,,,,,,,,,,,
17,425,2023,106735.0,18423.0,58200.0,110135.0,58200.0,123600.0,35441.0,83625.0,117097.0,83625.0,,,,,,,,,,,,,
17,425,2024,109773.0,19257.0,59642.0,110632.0,59642.0,123718.0,33256.0,91942.0,117696.0,91942.0,,,,,,,,,,,,,
17,436,2003,44652.0,13377.0,63152.0,48265.0,4229.0,76024.0,25705.0,90824.0,63561.0,5423.0,,,,,,,,,,,,,
17,436,2004,50541.0,13571.0,56543.0,57908.0,4593.0,78028.0,22023.0,95836.0,68605.0,5290.0,,,,,,,,,,,,,
17,436,2005,55470.0,14550.0,51792.0,63828.0,4316.0,89300.0,27691.0,93822.0,78710.0,5639.0,,,,,,,,,,,,,
17,436,2006,67722.0,15705.0,49677.0,71512.0,5641.0,99329.0,33653.0,81763.0,91050.0,6138.0,,,,,,,,,,,,,
17,436,2007,68790.0,13433.0,42758.0,89682.0,4979.0,105972.0,35351.0,72035.0,104281.0,5645.0,,,,,,,,,,,,,
17,436,2008,79924.0,16413.0,30472.0,95959.0,3629.0,113941.0,39773.0,56539.0,108734.0,4971.0,,,,,,,,,,,,,
17,436,2009,73338.0,17095.0,26951.0,99481.0,3527.0,114269.0,39417.0,57803.0,109331.0,4783.0,,,,,,,,,,,,,
17,436,2010,79692.0,15879.0,25143.0,100051.0,3637.0,115791.0,37276.0,54624.0,115054.0,5488.0,,,,,,,,,,,,,
