Region code,Region name,Year,GDP per capita (euro at current prices),Net disposable household income,Imports (euro),Exports (euro),"Gross value added (millions of euro), A Agriculture, forestry and fishing (01-03)","Gross value added (millions of euro), B Mining and quarrying (05-09)","Gross value added (millions of euro), C Manufacturing (10-33)","Gross value added (millions of euro), D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)","Gross value added (millions of euro), F Construction (41-43)","Gross value added (millions of euro), G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47)","Gross value added (millions of euro), H Transportation and storage (49-53)","Gross value added (millions of euro), I Accommodation and food service activities (55-56)","Gross value added (millions of euro), J Information and communication (58-63)","Gross value added (millions of euro), K Financial and insurance activities (64-66)","Gross value added (millions of euro), L Real estate activities","Gross value added (millions of euro), M Professional, scientific and technical activities (69-75)","Gross value added (millions of euro), N Administrative and support service activities (77-82)","Gross value added (millions of euro), O Public administration and defence; compulsory social security (84)","Gross value added (millions of euro), P Education (85)","Gross value added (millions of euro), Q Human health and social work activities (86-88)","Gross value added (millions of euro), R, S Other service activities (90-96)","Gross value added (millions of euro),  T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (97-98)",Mean household debt,Population with a higher university level degree,Population with a lowest level tertiary or lower university level degree,Total population aged 0 - 24 years,Total population aged 25 - 39 years,Total population aged 40 - 59 years,Total population aged 60+ years,Total (population),Total population employed in Primary production sector,Total population employed in Processing sector,Total population employed in Services sector
6,Pirkanmaa,2009,32215.5,8459,,,366.5,23,5630.5,535.5,914.3,1036.9,557.4,211.3,650.4,258.9,1553.5,549.3,557.9,571.1,876.2,1331.9,383.7,10.1,87978.95652173914,,,,,,,,,,
6,Pirkanmaa,2010,33356.1,8928,,,384.4,18.7,6306.5,660.6,896.8,1023.8,567.8,218.8,656.9,252,1671.3,556.9,526.6,571.7,785.9,1425.8,398.2,11.4,90748.95652173914,36170,80180,139959,96445,129142,121658,487204,3236,46414,117199
6,Pirkanmaa,2011,35958.7,9378,,,399.4,16.5,6304.5,580.9,980.7,1176.2,562.5,222.8,754.3,270.2,1748.2,627.8,572.6,663.8,821.2,1849.4,402.4,13.5,91030.82608695651,37269,81747,140852,97193,128067,124556,490668,3196,46800,119557
6,Pirkanmaa,2012,35345.6,9566,,,395.6,14.2,5450.5,618.4,987.9,1280.4,597.6,253,781.9,265.5,1799,622.5,521.2,684.6,962.6,1634.7,415.8,15.6,96432.13043,38864,83367,141759,98194,127130,127464,494547,3163,44957,123454
6,Pirkanmaa,2013,34972.6,9801,,,418.2,12.6,5187.3,783.7,968,1075.8,511.2,240.6,831.8,253.4,1876.4,689.5,506.6,699.2,989.4,1695.5,422.5,17.8,97876.69565217392,40756,85308,142047,99895,126083,130194,498219,3198,42098,122838
6,Pirkanmaa,2014,34596.1,10011,,,319.4,19.6,4978.6,472.9,972.8,1239.7,573.5,249.3,800.3,334,1968.9,637.4,517.1,741.5,1005.9,1715.5,414.4,23.8,98377.43478260867,42264,86665,142172,100733,125696,132541,501142,2982,40023,122115
6,Pirkanmaa,2015,34608.1,10192,3159000000,4161000000,304.9,31.2,5111.2,431.8,984.9,1252.5,565.6,259.8,812.3,340.9,2068.6,678.3,531.7,676.6,888.1,1738.5,436,24.4,99616.13043,43609,87598,142224,101136,125488,135026,503874,3069,39641,121363
6,Pirkanmaa,2016,35947.5,10293,3318000000,4138000000,324.6,33.1,5178.2,405.1,1071.7,1263.4,586.1,261.9,891.3,361.8,2169.3,698.8,527.1,677.5,1034.1,1803.1,452.5,21.9,101295.69565217392,44910,88792,142154,101368,125368,137131,506021,2781,39453,122232
6,Pirkanmaa,2017,37247,10565,3497000000,4775000000,346.4,24.6,5252.2,436.9,1216.8,1314.1,619.4,297.5,1006,383.1,2213,789.6,620.5,686.5,981,1830.4,455.5,22.2,101140.91304347826,46279,90245,141833,101824,125328,139522,508507,2750,41487,126249
6,Pirkanmaa,2018,38781.9,10939,3700000000,4715000000,352,26,5311.6,499.6,1305.4,1374.9,610.9,291.7,1040.7,426.2,2290.7,889,693.9,734.8,1018.5,1892.6,466.1,20.9,100213.60869565218,48292,92609,141355,102911,125730,141291,511287,2757,42529,130805
6,Pirkanmaa,2019,39863.9,11168,3724000000,5261000000,361.8,35.8,5638.4,565.6,1300.4,1347.9,643.8,337.3,1065.4,427.6,2407.7,943.9,721.4,727,1031.7,1971.6,477,18.2,99915.30434782608,49891,94164,140446,104054,125881,143414,513795,2685,41067,129489
6,Pirkanmaa,2020,40148.2,11386,3527000000,4871000000,359.1,30.3,6101.8,573,1300.8,1461.5,648.4,250.7,1114.2,436.1,2449,886.4,669.9,745.2,1056.5,2019.9,442.5,20.2,101456.04347826086,52077,95752,140176,105241,126297,145581,517295,2604,38562,132139
6,Pirkanmaa,2021,41910.2,12142,4303000000,5927000000,384.6,33.7,6525.9,647.1,1293.2,1455.9,658.2,250.5,1254.9,500.8,2406.7,1015,712.8,807.5,1115.7,2167.9,470.9,18.2,100478.17391304349,54481,97499,140302,106966,126975,147655,521898,2629,42301,138024
6,Pirkanmaa,2022,44133.8,12811,4760000000,6985000000,437.4,21.4,5656.1,730.2,1392.2,1597.8,743.6,344.6,1356.3,642.5,2853,1163.2,788.6,868.9,1142.6,2251.8,528.1,16.9,94073.56521739133,56649,99161,140481,108912,128323,149278,526994,2620,43491,142818
6,Pirkanmaa,2023,,,4227000000,8825000000,466.5,,,,,,,,,,,,,,,,,,,59620,101666,141512,110919,129972,150898,533301,2636,41552,145390
6,Pirkanmaa,2024,,,4204000000,6540000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Pirkanmaa,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Päijät-Häme,2000,20701.5,2455,,,143,3.7,1756.9,72.6,325.1,284.9,166.4,51.7,137.3,89.9,406.5,98.6,58.2,153.2,180.4,311.3,102.2,2.1,,,,,,,,,,,
7,Päijät-Häme,2001,22123.4,2519,,,140.4,3.6,1918.8,64.5,297.6,324.4,169.7,61.6,183.4,96.7,428.9,120.3,73.4,168.6,189.4,340.3,112,2.2,,,,,,,,,,,
7,Päijät-Häme,2002,21861.5,2639,,,145.7,3.2,1831.2,79.5,292.7,338.1,162.5,63.9,123.4,80.7,453.7,116.9,72.1,173.2,200.5,357.4,107.9,2.3,,,,,,,,,,,
7,Päijät-Häme,2003,23141.2,2771,,,127.9,3.8,1895.1,85.4,319,351.9,172.5,65,176.8,78,484.2,115,83.4,189.2,206.3,379.2,109.1,2.8,57329.2,,,,,,,,,,
7,Päijät-Häme,2004,24072.2,2915,,,129.9,5.2,1976.6,85.4,323.6,361.5,182,77.1,176.5,77.2,499.7,130.5,86.3,197.6,216.2,398.1,120.8,3.9,62840,,,,,,,,,,
7,Päijät-Häme,2005,25006.1,3005,,,125.6,2.6,1950.7,157.3,367.9,358.9,203.8,79.8,134.7,85.9,530.5,125.4,102.6,224.2,225.4,422.9,123.2,4.2,68378.9,,,,,,,,,,
7,Päijät-Häme,2006,25399.4,3144,,,131.7,2.8,2010,112.4,397.4,389.8,191,83.3,101.1,95.8,553.4,130.2,99.4,212.1,223.8,437.8,128,4.3,73205.4,,,,,,,,,,
7,Päijät-Häme,2007,26594.8,3357,,,209.7,0.7,2177.8,104,459.7,277.3,189.8,83.9,158.4,89.2,571.8,160.4,94.8,230.7,229.4,450.8,138.2,3.8,76495.7,,,,,,,,,,
7,Päijät-Häme,2008,28140.5,3467,,,190.7,4.2,2102.7,96.7,485.5,455.8,213.8,73.9,164.1,85.2,619.7,162.2,138.8,248.6,244.5,500.3,145.2,3.9,78500.7,,,,,,,,,,
7,Päijät-Häme,2009,26033,3481,,,172.3,3.7,1409.7,130.2,399.5,470.6,188.3,76,171.7,94.9,623.4,150,169.3,243.7,257.1,501.8,155.8,4,81574.1,,,,,,,,,,
7,Päijät-Häme,2010,27711.1,3692,,,185.4,3.2,1633.6,186.2,394.5,476.5,201.1,76.9,180.6,88.3,651.7,148.1,166.1,233.4,336,521,154,4.5,83722.7,8955,32568,55990,33798,57975,59085,206848,1961,21750,47758
7,Päijät-Häme,2011,29281.5,3895,,,180.7,2.4,1752.1,174.4,428.4,514.1,211.9,93.6,169.5,91.8,669.5,157.4,194.1,238.8,349,557.1,157.6,5,83183.4,9324,33094,55746,33837,56981,60673,207237,1896,21407,49188
7,Päijät-Häme,2012,30547,3928,,,179,2.2,1906.4,171.3,403.7,566.8,219.9,90.8,172.6,88.1,682.2,164.9,242.3,267.2,297.8,592.1,164.8,5.5,88761.9,9655,33520,55550,33875,55855,62125,207405,1857,20910,49840
7,Päijät-Häme,2013,29858.5,4024,,,184.4,2.5,1836,209,406.2,498.2,212.6,96.8,148.4,82.2,709.2,167.5,219,266,284.9,571.5,165.4,7.5,89862.3,10050,34083,55082,33932,54951,63318,207283,1884,19797,49821
7,Päijät-Häme,2014,30513.9,4052,,,187.3,2,1851.5,228.1,380.1,522.5,207.7,92.4,163.3,100.1,724.3,153.6,221,262.7,281.1,602.8,158.7,8.1,89536.8,10377,34396,54467,33962,54137,64505,207071,1768,18894,48141
7,Päijät-Häme,2015,30755.5,4108,1105000000,1697000000,177.5,1.5,1834.5,221.2,405.1,528.6,228.2,92.8,152.5,109.7,781.3,182.1,175.4,209.8,289.8,666.1,154.8,8.3,89900.1,10669,34358,53511,33858,53531,65562,206462,1772,18727,47637
7,Päijät-Häme,2016,31679.5,4139,1074000000,1670000000,196.6,3.9,1863.2,239.1,442.8,528.9,223.6,97.9,166.2,92.8,829.6,170.5,184.9,211.4,277.1,678,162.7,8.1,90616.7,10954,34622,52945,33867,53039,66532,206383,1653,19517,47765
7,Päijät-Häme,2017,32139.8,4278,1137000000,1818000000,186.9,4.7,2024.2,222,485.2,528.1,208.5,102.6,166.1,93.7,860.4,194.9,205.4,203.3,245.8,653,166.2,8.3,89820.3,11263,34896,52170,33846,52427,67511,205954,1626,19959,46997
7,Päijät-Häme,2018,32759.5,4326,1231000000,1946000000,204.9,6.1,2025.7,212.2,507.4,539.4,200.6,110.2,168.1,82.9,883.6,172.6,221.9,199.2,243.3,661.4,162.9,6.4,88277.3,11721,35335,51261,33626,52024,68279,205190,1620,19996,47312
7,Päijät-Häme,2019,32905.6,4465,1217000000,1897000000,188.9,7.6,1881.7,216.2,526.2,535.9,211.5,109.9,182.9,78.9,905.9,180.9,222.9,201,253.4,687.4,163.2,5.6,86672.9,12046,35456,49962,33592,51442,69144,204140,1558,19262,47137
7,Päijät-Häme,2020,32745.5,4453,1145000000,1648000000,192.1,6.9,1843.7,224,513.2,521.1,199.6,100.1,175.1,82.5,940.6,193.4,201,200.9,267.8,677,151,6.7,86841.7,12425,35715,49100,33689,51387,70158,204334,1482,18371,45481
7,Päijät-Häme,2021,34467.9,4639,1218000000,2054000000,213.6,7.9,2114.8,226.6,484.5,545.4,194.2,98.9,187,89.4,950.2,219.5,217.2,214.1,278.8,745,152.5,5.5,86057.5,12904,35945,48495,33468,51046,70713,203722,1535,19551,46853
7,Päijät-Häme,2022,37708,4670,1382000000,2378000000,230.7,5.9,2504.7,231.6,527.2,576.5,228.9,118.1,192,101.6,1037.3,259.5,225.6,226.1,294,781.5,161.4,6.3,80795.6,13225,36200,47705,33083,50443,71055,202286,1490,19658,47821
7,Päijät-Häme,2023,,,1214000000,2144000000,244.9,,,,,,,,,,,,,,,,,,,13854,36576,47258,33007,50232,71641,202138,1531,18371,48378
7,Päijät-Häme,2024,,,1121000000,2210000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Päijät-Häme,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Kymenlaakso,2000,27357,2193,,,114.3,7.9,2899.7,75.9,284.9,265.6,465,33.7,68.1,71.6,342.7,76.8,56.1,378.1,118,282.1,82.5,1.6,,,,,,,,,,,
8,Kymenlaakso,2001,28665.5,2291,,,116.9,11.8,2779.6,80.3,286.7,317,508.7,41.9,82.7,75.6,358.4,96.3,71.6,398.6,124.7,304.2,93,1.5,,,,,,,,,,,
8,Kymenlaakso,2002,28068.5,2386,,,118.3,10.3,2381,100.1,314.5,275.7,496.9,44.3,72.3,65.2,384.6,93.1,67.7,441.9,131,318.2,93.4,1.4,,,,,,,,,,,
8,Kymenlaakso,2003,27953.3,2511,,,110.4,8.1,2238.8,97.2,236.1,277,500.4,45.7,91.6,60,405.3,96.1,75,474.6,135,335.3,97.6,1.8,52085.16666666666,,,,,,,,,,
8,Kymenlaakso,2004,30399,2623,,,113.5,7.8,2282.2,134.4,339.5,308.3,582.7,60.6,95.5,58.2,426.8,106.3,85.2,490,143.1,356.2,108.4,2.5,55376.16666666666,,,,,,,,,,
8,Kymenlaakso,2005,31270.8,2672,,,112.1,7.1,1941.3,95.8,380.5,473.3,564.9,67.8,119.2,62.4,446.1,115.7,88.2,517.1,151.7,369.6,108,2.6,61419,,,,,,,,,,
8,Kymenlaakso,2006,31359.5,2769,,,99,8.2,2166.1,143.1,373.1,411.5,505.4,69.1,71.7,70.1,459.2,118.5,95.4,464.7,166.4,386.5,114.5,2.1,67127,,,,,,,,,,
8,Kymenlaakso,2007,31679.1,2897,,,125.4,12.1,2010.7,150.9,377.7,410.5,462.9,72.2,61.5,77.4,476.9,144.1,206.5,410.7,167.7,414.5,114.6,2,70381.33333333333,,,,,,,,,,
8,Kymenlaakso,2008,30890.4,3001,,,112.6,13,1855.8,138,399.4,373.6,444.3,55.7,68.2,82.1,525.1,154.1,126.3,421.3,169.4,446,115.4,2.3,72433.33333333333,,,,,,,,,,
8,Kymenlaakso,2009,28153.3,2993,,,100.2,15.7,1172.5,185.4,364.4,342.9,385.4,61.7,66.8,73.3,526,133.1,125.5,430.8,191.9,461.3,124.1,2.5,75554.33333333333,,,,,,,,,,
8,Kymenlaakso,2010,29363.5,3147,,,107.4,20.9,1444,181.1,342.3,357.9,397.5,66.8,70.3,72.7,524.9,138.7,136.5,379.8,271.3,470.3,123.6,2.8,78817,6865,27666,44761,27598,49987,51822,174168,1631,15301,43129
8,Kymenlaakso,2011,31763.2,3252,,,104.5,15,1526.4,183.4,330.4,328.4,523.3,73.6,68.9,65.5,564.5,172.1,141.8,402.7,281,488.2,124.8,3.2,78848.66666666667,7039,27844,44329,27289,49257,52705,173580,1593,14940,44025
8,Kymenlaakso,2012,32034.9,3299,,,98.6,17.5,1295.4,234.9,308.1,360.8,563.8,79.8,132.2,62.2,578.5,151.4,127.7,459.1,206.9,539.3,128.9,4.1,84075,7178,28055,44022,27286,48120,53725,173153,1457,13566,45694
8,Kymenlaakso,2013,32115.4,3344,,,95.8,14.9,1352.3,196.4,305.7,363.7,470.3,66.7,161,54.2,598.1,147,154.5,464.2,223.4,544.5,128.2,4.8,84880.5,7434,28389,43484,27259,47156,54531,172430,1434,12957,44814
8,Kymenlaakso,2014,32837.7,3387,,,135,13.7,1334,197.4,339.5,338.2,443.8,71.6,193.5,60.8,617.9,167,148.1,477.7,229.5,549,129.1,3.1,85059,7613,28484,42676,27196,46263,55326,171461,1369,12293,43457
8,Kymenlaakso,2015,34903.2,3423,898000000,4766000000,131,11.7,1536.4,229.6,339.5,357.3,431.9,70.3,243.1,68.4,651.8,159.8,140.9,476.1,237.3,574.8,133.4,3.2,85375.33333333333,7724,28383,41867,26929,45328,56082,170206,1393,12638,42374
8,Kymenlaakso,2016,34794.8,3416,867000000,4661000000,138.9,12.9,1471.6,190.7,301.4,342.4,432.7,69.4,287.3,58.5,677.3,158.5,145.2,463.3,231.5,584.4,136.6,3.7,87124.33333333333,7931,28408,41046,26516,44649,56872,169083,1328,12493,41850
8,Kymenlaakso,2017,37371.4,3506,2002000000,3387000000,139.2,8.5,1741.4,197.9,363.3,354.7,465.5,83.5,374.3,53.5,696.9,165.4,153.8,457.9,209.1,561.2,135.5,3.8,84626.33333333333,8051,28436,39732,26059,43767,57558,167116,1269,12978,42125
8,Kymenlaakso,2018,39846.3,3548,1772000000,4020000000,142.2,9.6,1944.2,207.2,322.2,348.1,539.5,93.1,462.9,45.7,669.1,173.6,170.6,483.1,209.7,592.1,131.7,3.4,82374,8390,28584,38527,25654,43006,57930,165117,1227,13373,42532
8,Kymenlaakso,2019,41287.3,3603,1050000000,4676000000,153.6,10.8,1783.4,205.4,350,400.1,537.2,91.5,556.3,45.5,682.4,198,169.8,495.7,210.6,604.4,121.8,2.9,81306,8509,28640,37270,25184,42201,58372,163027,1165,12628,41605
8,Kymenlaakso,2020,41506.5,3596,856000000,3003000000,142.6,8.8,1708.9,194.8,358.3,375.5,563.7,79.6,490.9,50,775.8,190.6,173.1,492.4,208.9,614.2,111.6,3,81099.5,8636,28735,36264,24925,41504,58776,161469,1089,12299,40652
8,Kymenlaakso,2021,42936.9,3502,1007000000,3181000000,134.9,9.3,2066.3,209.9,346.1,376.2,579.2,70.1,364.2,54,808.7,189.4,173.2,501,221.2,646.1,113.4,2.8,78990,8861,28852,35347,24683,40828,59156,160014,1131,12934,41193
8,Kymenlaakso,2022,44126.7,3726,1111000000,3310000000,149.6,9,1852.3,264.5,333.2,390.1,519.3,82.9,405.3,58.4,884.5,204,178.3,507.4,247.5,674.7,123.2,2.7,71991.83333333333,9017,28826,34468,24303,40180,59194,158145,1108,12956,41842
8,Kymenlaakso,2023,,,1069000000,1986000000,159,,,,,,,,,,,,,,,,,,,9282,28965,33852,24077,39803,59452,157184,1112,12089,41581
8,Kymenlaakso,2024,,,1371000000,2736000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Kymenlaakso,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,South Karelia,2000,25954.6,1640,,,129.8,12.1,,,173.4,204.9,205.7,38.6,68,57.6,,52.6,27.2,129.4,138.7,198.1,66.2,1.2,,,,,,,,,,,
9,South Karelia,2001,26856.8,1702,,,126.5,13,2344.6,75.9,186.5,191.6,218.3,45.9,80.8,60.3,273.7,62.8,33.9,142.5,148.1,213.3,71.6,1.3,,,,,,,,,,,
9,South Karelia,2002,26612.6,1768,,,124.2,12.8,2190.5,90.5,158.9,198.8,219.5,43.9,81.6,52.3,289.8,60.4,35.1,150,159.5,222.9,71.8,1.4,,,,,,,,,,,
9,South Karelia,2003,27694.5,1855,,,121.5,13.1,2008.1,91.9,157.1,342.2,206.4,44.4,97.2,49.1,310,56.8,39.3,162.7,168.1,234,75.2,1.8,55527,,,,,,,,,,
9,South Karelia,2004,27903.7,1933,,,142.8,14.2,2008.9,117.7,182.2,271.8,186.8,51.6,69.7,47.7,325.6,62.7,38,185.3,176.9,242.4,82.9,2.6,59868.77777777778,,,,,,,,,,
9,South Karelia,2005,27889.7,1967,,,133.8,11.9,1773.8,116.6,199.7,260.9,201.3,54.6,78.9,48,338.5,64.4,43.8,188.7,188.2,264.8,80.2,2.9,64977.88888888889,,,,,,,,,,
9,South Karelia,2006,28703.2,2059,,,131.8,16,2056,103.7,223,205.4,182.4,56.3,65,51.3,342.6,66.1,55.2,157.7,191.7,272.4,84.9,2.5,69511,,,,,,,,,,
9,South Karelia,2007,31543.9,2189,,,160.1,13.7,2256.1,116.5,273.4,272.1,194,56.3,79,57.1,361.2,72.6,58.9,140,200.2,291.3,90.4,2.9,73839.77777777778,,,,,,,,,,
9,South Karelia,2008,31602.5,2232,,,148,13.6,1846.4,141.2,278.6,321.7,213.5,60.4,112.4,57.1,366.6,79.6,74.5,147.1,211.1,323.1,94.2,3.1,75978.22222222222,,,,,,,,,,
9,South Karelia,2009,28988.3,2239,,,123.7,13.5,1272.5,126.9,240.8,391.8,213.2,57.9,94.7,48.8,364.5,80.1,82.1,137,208.2,354.4,96.9,3.5,79997.11111111111,,,,,,,,,,
9,South Karelia,2010,31287.8,2363,,,131.1,15.6,1774.7,172.2,230.3,289.2,228.3,76.5,89.1,47,368.1,88.8,94.6,128.9,216.6,364,107,3.9,82986.55555555556,6493,20093,33847,21017,37535,39301,131700,1456,11791,31322
9,South Karelia,2011,35319.5,2456,,,132.4,14.5,1905.5,126.7,280.8,368.6,233.9,71.7,96.8,47.8,405.5,98.7,120.7,269.5,226.2,372.1,111.5,5.4,82452.44444444444,6656,20319,33595,20823,36905,40016,131339,1450,12094,32287
9,South Karelia,2012,35121.3,2494,,,128.6,20.8,1666.3,192.4,252.1,346.8,212,71,93,47.5,417,104.5,98.8,300.2,235.8,403.7,105.1,5.3,86932.88888888889,6909,20551,33400,20803,36184,40818,131205,1418,12178,32772
9,South Karelia,2013,35479,2553,,,136,18.1,1672.1,253.3,264.1,347.8,201.4,76,94.3,41,437.9,96.7,94.8,273.1,235,406.2,108.5,6.7,87653.33333333333,7181,20908,33226,21059,35364,41527,131176,1293,11806,32689
9,South Karelia,2014,37266.2,2565,,,171.7,11.2,1864.7,213.4,262.7,317.3,223.9,72.6,82.6,50.5,448.8,136.3,108.3,349.7,238.1,405.1,112.3,4.9,86664.33333333333,7430,21023,32923,21129,34839,42126,131017,1185,10361,32202
9,South Karelia,2015,36577.3,2583,377000000,1277000000,171.2,14.5,1874.6,183.2,244.2,308.1,215.7,68.3,87.5,56.2,478.8,61.1,101.6,324,237.1,416,103.6,5,85533.66666666667,7558,21083,32541,20871,34120,42725,130257,1222,10699,31713
9,South Karelia,2016,36455.6,2576,338000000,1397000000,169.1,6,1839.5,153.4,254.9,287.2,172.2,79,83.4,51.9,499.5,100.5,104,325.1,228.9,424.2,102.1,4.7,86395,7739,21237,31917,20761,33509,43171,129358,1100,10906,31135
9,South Karelia,2017,38887.9,2668,393000000,2177000000,160.9,5.1,2150.5,154.9,262.9,354.6,175.9,81.6,84.9,56.8,513.6,104.5,110.3,309.8,238.1,424.6,105.9,4.8,85329.22222222222,7924,21464,31556,20638,32966,43608,128768,1082,10862,31675
9,South Karelia,2018,39219.9,2702,530000000,2490000000,166.7,6.7,2139.3,108.3,250.3,348.6,183,79.5,98.2,47.3,554.3,112.2,116.2,306.3,240.9,436.7,105.2,4.4,83518.11111111111,8288,21808,30914,20288,32462,43963,127627,1030,11002,32126
9,South Karelia,2019,38900.7,2768,508000000,2106000000,168.1,2.7,1833,160,256.3,347.1,185.4,65.2,95.2,46.3,565,108.5,123.3,330.8,243.3,449,89.4,5,82710.44444444444,8466,21880,30420,20061,31899,44273,126653,1008,10121,31461
9,South Karelia,2020,37378.9,2775,457000000,1944000000,157.1,12.4,1546.2,132.9,261.5,279.2,172.9,62.8,101.2,50.2,658.7,111.8,110.4,284.1,242.1,472.8,81.4,3,82058.66666666667,8729,22099,29959,20024,31487,44724,126194,986,9780,30867
9,South Karelia,2021,41539.3,2798,523000000,2583000000,156.9,13.6,2227.6,146.3,251.7,278.3,175.8,65.1,114.4,53.5,645.9,118.1,120.8,291.4,256.7,509.5,83.1,2.6,80030.55555555556,8918,22283,29344,19919,31045,45033,125341,943,10626,31147
9,South Karelia,2022,43646,2914,517000000,2985000000,189.8,11.4,1960.4,215.4,265.2,280.9,165.3,84.1,115.4,70,653.7,121.5,118.3,352.7,268.5,540.1,89,2.7,74224.77777777778,9080,22151,28883,19729,30560,45139,124311,913,10923,31202
9,South Karelia,2023,,,454000000,1822000000,202.4,,,,,,,,,,,,,,,,,,,9447,22308,28832,19588,30363,45263,124046,903,10268,31258
9,South Karelia,2024,,,378000000,2271000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,South Karelia,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,South Savo,2000,17678.1,1775,,,311.8,8.6,684.8,37.6,158.2,157.9,111.5,35.2,61.2,56.2,279.9,42.1,30.1,187.5,166.5,275.4,80.1,2.6,,,,,,,,,,,
10,South Savo,2001,18777.3,1829,,,270.8,3.8,,,144,173.3,113.3,42,77.2,60.2,,51.4,34.5,200.1,175.5,294.1,89.1,2.8,,,,,,,,,,,
10,South Savo,2002,19360,1903,,,265.8,4.4,766.6,51.8,154.5,179.8,116.4,44.4,68.5,53.2,320.8,57.2,35.2,205.7,183.4,311.1,87.9,3.1,,,,,,,,,,,
10,South Savo,2003,20455.1,1988,,,252,4.6,796.6,53.9,167.2,219.8,125.6,49.5,66.8,51.5,320.2,62.1,39.4,214.3,190.6,327.1,92.9,4.3,56773.63636363636,,,,,,,,,,
10,South Savo,2004,21581.9,2088,,,259.4,4.3,855.3,59.9,195,257.7,128.3,39.7,65,49.5,344.3,70.8,42.7,198.2,196.2,344.1,100.5,6.3,61673.454545454544,,,,,,,,,,
10,South Savo,2005,22528.8,2128,,,258.9,3.8,913.7,53.1,209.1,250.7,122.1,45.4,63.3,50.6,346.9,81.1,46.5,224.9,203.7,366.2,95.6,7.4,66580.81818181818,,,,,,,,,,
10,South Savo,2006,23271.5,2212,,,255.8,4,948.2,72.1,228.5,266.5,114.9,57,69,56.5,360.1,81.1,51.6,200.5,198.8,374.6,97.3,7.4,70914.18181818182,,,,,,,,,,
10,South Savo,2007,25984,2379,,,368.6,6.1,1003.7,68.5,246.8,336.3,116.3,57.5,83.1,61.1,384,90.3,58.4,210.4,214.6,385.1,110.5,7.8,73110.27272727272,,,,,,,,,,
10,South Savo,2008,25908.8,2414,,,343.4,5.3,920,63.2,275.4,266.7,141.3,58.7,66.8,63.6,414.2,94.2,70.5,215.7,214,420.3,102,7.8,75200.45454545454,,,,,,,,,,
10,South Savo,2009,24348.4,2363,,,317.7,7.7,642.1,83.8,261,242.2,113.6,64.9,70.2,58.6,413.1,87.4,74.1,174.8,202.8,445.4,113,7.8,78286.63636363637,,,,,,,,,,
10,South Savo,2010,25609.5,2547,,,337.8,4.8,737.7,90.9,258.8,254.1,139.7,65.2,62.5,54.8,434.3,92.8,66.6,167.7,216.2,464.4,113.2,8.7,80975.18181818182,5932,22047,36209,19780,42371,46789,145149,2732,8845,29581
10,South Savo,2011,26989.8,2659,,,352.7,3.8,697.8,78.9,265.4,273.6,133,66,56.7,55.6,478.4,107.4,75.1,212.1,236,481,118.7,8,80061,6112,22330,35649,19798,41211,47670,144328,2702,9062,29914
10,South Savo,2012,28173.2,2673,,,347.8,4,757.1,71,258.5,265.7,162.6,66.3,52.3,52.1,486.5,109.7,89.1,233.3,214,514,119.4,9.5,87021,6291,22619,35004,19710,39945,48708,143367,2628,8856,30468
10,South Savo,2013,28566,2738,,,363,4.2,754.8,96.1,238.6,254.5,166.1,66.1,53.1,48.8,512.2,114.3,85.3,230.4,208,512,113,10.4,88848.63636363637,6500,22955,34426,19949,38836,49434,142645,2734,8412,30117
10,South Savo,2014,29834.7,2771,,,400.9,3.8,772,96.9,236.3,286.9,150.9,57.5,59.3,56,520.6,133.1,90.7,223.4,205.8,531.5,110.4,12.4,89018.45454545454,6716,23120,33930,19965,37810,50131,141836,2514,8284,29519
10,South Savo,2015,29441.1,2777,246000000,387000000,371.8,9,804.7,72.1,228.1,254.6,150.2,66.1,60.8,62.2,549.2,137.9,66.4,201.2,213.5,521.9,136.4,12.7,90049.72727272728,6813,23073,33245,19941,36707,50667,140560,2515,7899,28936
10,South Savo,2016,30397.6,2772,260000000,422000000,393.9,6.1,832.9,100.1,240.6,258.3,149.3,71.6,62.2,54.1,561.6,126.6,64.9,182.7,236.8,541.7,106.2,12.3,91229,6954,23030,32593,19666,35640,51231,139130,2232,8355,28894
10,South Savo,2017,31079.4,2851,277000000,410000000,407.5,5.8,867.2,108.7,243.1,260.2,145.8,70.8,58.7,59.6,576.9,140.8,61.9,239.6,198.1,501.5,114.9,12.4,89004.36363636363,7148,23118,31758,19556,34432,51762,137508,2330,8500,28479
10,South Savo,2018,32249.7,2873,285000000,392000000,442.3,6.3,871,114.1,251,262.1,144.8,70.4,60.1,50.1,559.3,137.4,69.4,214.9,205.8,565.4,114,11.6,87155.18181818182,7290,23031,30392,19063,33522,52097,135074,2229,8500,28492
