Region,Municipality,Year,#Unemployed jobseekers,#Vacancies
10,740,2016,2536,292
10,740,2017,2269,257
10,740,2018,1929,266
10,740,2019,1763,318
10,740,2020,2092,338
10,740,2021,1766,457
10,740,2022,1574,528
10,740,2023,1549,375
10,740,2024,1692,246
10,740,2025,1845,254
10,768,2008,140,7
10,768,2009,152,2
10,768,2010,152,6
10,768,2011,142,5
10,768,2012,132,6
10,768,2013,139,8
10,768,2014,156,8
10,768,2015,160,4
10,768,2016,162,6
10,768,2017,148,8
10,768,2018,116,12
10,768,2019,110,13
10,768,2020,136,40
10,768,2021,121,19
10,768,2022,79,28
10,768,2023,76,17
10,768,2024,84,16
10,768,2025,92,15
11,140,2008,1118,144
11,140,2009,1605,87
11,140,2010,1395,119
11,140,2011,1165,145
11,140,2012,1243,157
11,140,2013,1431,122
11,140,2014,1424,120
11,140,2015,1637,152
11,140,2016,1512,158
11,140,2017,1270,198
11,140,2018,1116,210
11,140,2019,1089,272
11,140,2020,1561,255
11,140,2021,1185,389
11,140,2022,1068,430
11,140,2023,1123,297
11,140,2024,1123,244
11,140,2025,1158,255
11,171,2008,224,15
11,171,2009,285,9
11,171,2010,278,12
11,171,2011,259,12
11,171,2012,253,18
11,171,2013,282,18
11,171,2014,284,14
11,171,2015,293,13
11,171,2016,284,15
11,171,2017,239,24
11,171,2018,203,40
11,171,2019,164,34
11,171,2020,214,40
11,171,2021,163,26
11,171,2022,149,48
11,171,2023,168,56
11,171,2024,178,244
11,171,2025,201,216
11,204,2008,164,9
11,204,2009,207,5
11,204,2010,180,6
11,204,2011,158,18
11,204,2012,155,15
11,204,2013,180,12
11,204,2014,193,12
11,204,2015,202,10
11,204,2016,208,7
11,204,2017,167,14
11,204,2018,145,23
11,204,2019,144,18
11,204,2020,168,43
11,204,2021,124,22
11,204,2022,112,30
11,204,2023,134,17
11,204,2024,148,8
11,204,2025,149,16
11,239,2008,111,6
11,239,2009,122,2
11,239,2010,124,4
11,239,2011,118,11
11,239,2012,115,11
11,239,2013,126,13
11,239,2014,131,6
11,239,2015,128,6
11,239,2016,112,16
11,239,2017,95,15
11,239,2018,86,18
11,239,2019,78,16
11,239,2020,90,18
11,239,2021,78,37
11,239,2022,66,29
11,239,2023,70,15
11,239,2024,69,14
11,239,2025,74,9
11,263,2008,376,25
11,263,2009,515,24
11,263,2010,482,22
11,263,2011,438,36
11,263,2012,430,45
11,263,2013,496,19
11,263,2014,517,17
11,263,2015,551,13
11,263,2016,548,17
11,263,2017,474,20
11,263,2018,411,22
11,263,2019,369,42
11,263,2020,501,29
11,263,2021,404,52
11,263,2022,334,49
11,263,2023,336,26
11,263,2024,334,17
11,263,2025,346,19
11,297,2008,5050,715
11,297,2009,6156,654
11,297,2010,6029,617
11,297,2011,5509,901
11,297,2012,5476,935
11,297,2013,6098,944
11,297,2014,6721,831
11,297,2015,7590,932
11,297,2016,7370,1003
11,297,2017,6761,1187
11,297,2018,5887,1502
11,297,2019,5576,2157
11,297,2020,7383,1807
11,297,2021,6411,2391
11,297,2022,5626,2723
11,297,2023,5960,1934
11,297,2024,6633,1018
11,297,2025,7589,871
11,402,2008,441,124
11,402,2009,638,75
11,402,2010,604,110
11,402,2011,541,50
11,402,2012,516,52
11,402,2013,600,43
11,402,2014,586,25
11,402,2015,640,24
11,402,2016,614,28
11,402,2017,527,27
11,402,2018,451,49
11,402,2019,411,52
11,402,2020,544,47
11,402,2021,461,54
11,402,2022,393,70
11,402,2023,398,29
11,402,2024,399,26
11,402,2025,439,20
11,420,2008,423,50
11,420,2009,597,30
11,420,2010,561,26
11,420,2011,519,42
11,420,2012,526,28
11,420,2013,576,30
11,420,2014,575,25
11,420,2015,624,32
11,420,2016,571,32
11,420,2017,481,50
11,420,2018,398,55
11,420,2019,362,72
11,420,2020,501,88
11,420,2021,421,81
11,420,2022,321,128
11,420,2023,325,74
11,420,2024,391,40
11,420,2025,443,31
11,595,2008,217,18
11,595,2009,248,47
11,595,2010,221,14
11,595,2011,201,31
11,595,2012,217,36
11,595,2013,237,12
11,595,2014,224,9
11,595,2015,232,14
11,595,2016,208,8
11,595,2017,183,20
11,595,2018,159,25
11,595,2019,149,21
11,595,2020,182,61
11,595,2021,144,28
11,595,2022,133,22
11,595,2023,134,22
11,595,2024,146,16
11,595,2025,158,13
11,686,2008,139,17
11,686,2009,159,7
11,686,2010,157,12
11,686,2011,148,4
11,686,2012,161,6
11,686,2013,164,5
11,686,2014,174,8
11,686,2015,168,10
11,686,2016,165,8
11,686,2017,131,10
11,686,2018,112,16
11,686,2019,115,20
11,686,2020,136,21
11,686,2021,109,29
11,686,2022,98,23
11,686,2023,110,22
11,686,2024,119,14
11,686,2025,125,8
11,687,2008,74,14
11,687,2009,88,5
11,687,2010,85,3
11,687,2011,78,1
11,687,2012,82,1
11,687,2013,99,2
11,687,2014,102,4
11,687,2015,115,7
11,687,2016,115,6
11,687,2017,104,5
11,687,2018,81,9
11,687,2019,69,13
11,687,2020,72,9
11,687,2021,70,13
11,687,2022,56,25
11,687,2023,62,13
11,687,2024,61,11
11,687,2025,75,8
11,749,2008,640,74
11,749,2009,854,44
11,749,2010,793,41
11,749,2011,735,70
11,749,2012,739,66
11,749,2013,804,72
11,749,2014,905,69
11,749,2015,998,66
11,749,2016,971,88
11,749,2017,858,104
11,749,2018,728,125
11,749,2019,721,185
11,749,2020,972,172
11,749,2021,731,186
11,749,2022,647,220
11,749,2023,747,212
11,749,2024,829,118
11,749,2025,963,80
11,762,2008,253,14
11,762,2009,285,4
11,762,2010,264,8
11,762,2011,260,6
11,762,2012,278,7
11,762,2013,298,3
11,762,2014,308,7
11,762,2015,306,7
11,762,2016,281,14
11,762,2017,245,4
11,762,2018,190,9
11,762,2019,163,10
11,762,2020,216,34
11,762,2021,195,21
11,762,2022,154,39
11,762,2023,157,19
11,762,2024,156,11
11,762,2025,171,9
11,778,2008,326,52
11,778,2009,371,63
11,778,2010,325,53
11,778,2011,306,35
11,778,2012,330,35
11,778,2013,330,28
11,778,2014,371,24
11,778,2015,393,31
11,778,2016,342,24
11,778,2017,335,28
11,778,2018,273,40
11,778,2019,238,67
11,778,2020,304,125
11,778,2021,237,81
11,778,2022,206,100
11,778,2023,249,91
11,778,2024,245,53
11,778,2025,288,38
11,844,2008,53,0
11,844,2009,77,6
11,844,2010,78,3
11,844,2011,68,0
11,844,2012,64,2
11,844,2013,71,2
11,844,2014,79,0
11,844,2015,82,2
11,844,2016,82,0
11,844,2017,81,1
11,844,2018,70,10
11,844,2019,64,10
11,844,2020,68,8
11,844,2021,62,9
11,844,2022,61,10
11,844,2023,58,8
11,844,2024,64,6
11,844,2025,68,1
11,857,2008,108,9
11,857,2009,152,9
11,857,2010,152,3
11,857,2011,123,12
11,857,2012,125,10
11,857,2013,132,4
11,857,2014,142,6
11,857,2015,156,2
11,857,2016,168,3
11,857,2017,155,2
11,857,2018,138,8
11,857,2019,111,11
11,857,2020,136,10
11,857,2021,122,16
11,857,2022,105,19
11,857,2023,99,8
11,857,2024,99,5
11,857,2025,119,2
11,915,2008,1292,139
11,915,2009,1708,96
11,915,2010,1705,155
11,915,2011,1556,131
11,915,2012,1621,115
11,915,2013,1704,100
11,915,2014,1650,99
11,915,2015,1686,150
11,915,2016,1610,185
11,915,2017,1382,155
11,915,2018,1212,203
11,915,2019,1076,265
11,915,2020,1315,281
11,915,2021,1106,280
11,915,2022,998,293
11,915,2023,1050,237
11,915,2024,1162,117
11,915,2025,1339,108
11,921,2008,109,22
11,921,2009,110,12
11,921,2010,110,9
11,921,2011,99,2
11,921,2012,100,2
11,921,2013,111,3
11,921,2014,123,1
11,921,2015,119,0
11,921,2016,113,1
11,921,2017,102,2
11,921,2018,94,5
11,921,2019,84,4
11,921,2020,86,21
11,921,2021,72,12
11,921,2022,66,23
11,921,2023,74,14
11,921,2024,74,4
11,921,2025,88,1
11,925,2008,146,11
11,925,2009,208,4
11,925,2010,181,6
11,925,2011,165,12
11,925,2012,180,10
11,925,2013,205,9
11,925,2014,201,11
11,925,2015,210,19
11,925,2016,198,16
11,925,2017,168,34
11,925,2018,146,53
11,925,2019,130,35
11,925,2020,202,24
11,925,2021,143,57
11,925,2022,117,47
11,925,2023,121,18
11,925,2024,142,28
11,925,2025,138,21
12,090,2008,143,22
12,090,2009,193,10
12,090,2010,188,12
12,090,2011,169,12
12,090,2012,194,14
12,090,2013,198,12
12,090,2014,217,10
12,090,2015,243,11
12,090,2016,221,13
12,090,2017,198,24
12,090,2018,160,15
12,090,2019,152,18
12,090,2020,183,19
12,090,2021,181,24
12,090,2022,154,36
12,090,2023,139,19
12,090,2024,128,54
12,090,2025,154,128
12,146,2008,365,27
12,146,2009,429,25
12,146,2010,349,28
12,146,2011,319,31
12,146,2012,354,25
12,146,2013,352,27
12,146,2014,335,27
12,146,2015,384,8
12,146,2016,410,9
12,146,2017,393,11
12,146,2018,342,12
12,146,2019,307,16
12,146,2020,350,15
12,146,2021,290,22
12,146,2022,242,39
12,146,2023,240,27
12,146,2024,253,17
12,146,2025,280,12
12,167,2008,4697,433
12,167,2009,5571,314
12,167,2010,5014,375
12,167,2011,4778,434
12,167,2012,5178,465
12,167,2013,5514,516
12,167,2014,5651,530
12,167,2015,6148,474
12,167,2016,6369,604
12,167,2017,6082,577
12,167,2018,5200,688
12,167,2019,4783,846
12,167,2020,6059,703
12,167,2021,5231,949
12,167,2022,4748,1234
12,167,2023,4851,1118
12,167,2024,5150,486
12,167,2025,5598,404
12,176,2008,337,21
12,176,2009,369,12
12,176,2010,357,20
12,176,2011,293,18
12,176,2012,314,17
12,176,2013,371,14
12,176,2014,367,12
12,176,2015,387,13
12,176,2016,352,13
12,176,2017,355,14
12,176,2018,297,22
12,176,2019,282,21
12,176,2020,310,22
12,176,2021,263,34
12,176,2022,251,41
12,176,2023,274,20
12,176,2024,305,10
12,176,2025,336,10
12,260,2008,741,50
12,260,2009,873,50
12,260,2010,768,27
12,260,2011,651,36
12,260,2012,697,28
12,260,2013,778,38
12,260,2014,833,33
12,260,2015,883,30
12,260,2016,804,47
12,260,2017,728,51
12,260,2018,618,51
12,260,2019,543,83
12,260,2020,687,115
12,260,2021,593,62
12,260,2022,526,95
12,260,2023,570,74
12,260,2024,591,34
12,260,2025,638,33
12,276,2008,614,64
12,276,2009,764,41
12,276,2010,673,31
12,276,2011,635,46
12,276,2012,695,65
12,276,2013,748,30
12,276,2014,787,17
12,276,2015,854,16
12,276,2016,884,32
12,276,2017,815,35
12,276,2018,703,46
12,276,2019,656,39
12,276,2020,833,22
12,276,2021,689,84
12,276,2022,646,95
12,276,2023,653,63
12,276,2024,660,45
12,276,2025,719,33
12,309,2008,468,17
12,309,2009,571,9
12,309,2010,543,12
12,309,2011,455,18
12,309,2012,427,13
12,309,2013,506,13
12,309,2014,458,21
12,309,2015,482,24
12,309,2016,511,20
12,309,2017,478,29
12,309,2018,429,32
12,309,2019,383,29
12,309,2020,508,27
12,309,2021,416,53
12,309,2022,394,54
12,309,2023,423,38
12,309,2024,397,17
12,309,2025,470,28
12,422,2008,979,54
12,422,2009,983,25
12,422,2010,846,38
12,422,2011,831,54
12,422,2012,926,43
12,422,2013,1008,61
12,422,2014,930,45
12,422,2015,921,44
12,422,2016,907,40
12,422,2017,897,56
12,422,2018,713,67
12,422,2019,634,72
12,422,2020,722,68
12,422,2021,652,94
12,422,2022,567,123
12,422,2023,669,88
12,422,2024,646,44
12,422,2025,716,37
12,426,2008,509,33
12,426,2009,630,26
12,426,2010,605,31
12,426,2011,580,39
12,426,2012,642,37
12,426,2013,695,21
12,426,2014,723,18
12,426,2015,735,28
12,426,2016,751,17
12,426,2017,683,28
12,426,2018,585,44
12,426,2019,568,42
12,426,2020,754,33
12,426,2021,640,61
12,426,2022,546,67
12,426,2023,567,52
12,426,2024,638,27
12,426,2025,722,18
12,541,2008,688,27
12,541,2009,726,26
12,541,2010,632,27
12,541,2011,636,34
12,541,2012,665,38
12,541,2013,682,32
12,541,2014,664,34
12,541,2015,716,32
12,541,2016,723,29
12,541,2017,638,40
12,541,2018,557,64
12,541,2019,509,90
12,541,2020,606,44
12,541,2021,524,85
12,541,2022,452,102
12,541,2023,450,72
12,541,2024,482,57
12,541,2025,557,22
12,607,2008,296,11
12,607,2009,357,8
12,607,2010,350,10
12,607,2011,291,13
12,607,2012,321,11
12,607,2013,322,4
12,607,2014,329,6
12,607,2015,338,5
12,607,2016,338,13
12,607,2017,299,10
12,607,2018,252,10
12,607,2019,222,12
12,607,2020,284,10
12,607,2021,262,12
12,607,2022,203,18
12,607,2023,199,14
12,607,2024,209,6
12,607,2025,215,8
12,707,2008,162,3
12,707,2009,191,2
12,707,2010,173,0
12,707,2011,148,3
12,707,2012,150,3
12,707,2013,169,8
12,707,2014,177,6
12,707,2015,174,4
12,707,2016,163,5
12,707,2017,148,2
12,707,2018,134,2
12,707,2019,111,4
12,707,2020,134,5
12,707,2021,118,9
12,707,2022,108,14
12,707,2023,113,3
12,707,2024,118,2
12,707,2025,124,2
12,848,2008,338,12
12,848,2009,405,4
12,848,2010,352,3
12,848,2011,312,10
12,848,2012,370,9
12,848,2013,410,10
12,848,2014,393,11
12,848,2015,419,5
12,848,2016,383,5
12,848,2017,347,11
12,848,2018,306,12
12,848,2019,279,19
12,848,2020,316,28
12,848,2021,279,23
12,848,2022,259,19
12,848,2023,251,10
12,848,2024,269,7
12,848,2025,291,10
13,077,2008,216,9
13,077,2009,270,6
13,077,2010,283,10
13,077,2011,292,4
13,077,2012,305,7
13,077,2013,300,6
13,077,2014,338,9
13,077,2015,356,12
13,077,2016,341,9
13,077,2017,269,14
13,077,2018,231,18
13,077,2019,216,17
13,077,2020,267,21
13,077,2021,219,24
13,077,2022,196,24
13,077,2023,191,21
13,077,2024,209,276
13,077,2025,240,159
13,172,2008,207,16
13,172,2009,285,12
13,172,2010,259,13
13,172,2011,235,12
13,172,2012,242,15
13,172,2013,278,14
13,172,2014,303,11
13,172,2015,316,13
13,172,2016,325,15
13,172,2017,273,15
13,172,2018,208,23
13,172,2019,191,29
13,172,2020,225,26
13,172,2021,182,40
13,172,2022,178,47
13,172,2023,203,26
13,172,2024,208,49
13,172,2025,207,42
13,179,2008,6740,801
13,179,2009,8108,648
13,179,2010,8351,834
13,179,2011,7968,744
13,179,2012,8572,695
13,179,2013,9926,661
13,179,2014,11098,681
13,179,2015,11772,727
13,179,2016,11499,898
13,179,2017,9706,1038
13,179,2018,8391,1481
13,179,2019,8137,1849
13,179,2020,10639,1543
13,179,2021,9880,2072
13,179,2022,8687,2563
13,179,2023,9049,1278
13,179,2024,10030,789
13,179,2025,10823,819
13,182,2008,1282,164
13,182,2009,1467,51
13,182,2010,1417,96
13,182,2011,1337,65
13,182,2012,1374,69
13,182,2013,1535,52
13,182,2014,1618,84
13,182,2015,1672,109
13,182,2016,1643,90
13,182,2017,1351,96
13,182,2018,1148,98
13,182,2019,1059,126
13,182,2020,1256,100
13,182,2021,1127,169
13,182,2022,1076,192
13,182,2023,1109,122
13,182,2024,1073,85
13,182,2025,1149,93
13,216,2008,73,2
13,216,2009,86,0
13,216,2010,81,0
13,216,2011,75,2
13,216,2012,83,2
13,216,2013,98,0
13,216,2014,115,1
13,216,2015,109,2
13,216,2016,110,0
13,216,2017,82,4
13,216,2018,70,0
13,216,2019,52,14
13,216,2020,76,5
13,216,2021,72,9
13,216,2022,61,6
13,216,2023,62,9
13,216,2024,56,15
13,216,2025,66,17
13,226,2008,195,14
13,226,2009,273,15
13,226,2010,242,18
13,226,2011,220,23
13,226,2012,260,6
13,226,2013,286,8
13,226,2014,326,7
13,226,2015,375,8
13,226,2016,329,15
13,226,2017,257,12
13,226,2018,227,13
13,226,2019,199,18
13,226,2020,229,16
13,226,2021,187,30
13,226,2022,166,28
13,226,2023,160,20
13,226,2024,166,14
13,226,2025,160,28
13,249,2008,555,67
13,249,2009,623,26
13,249,2010,605,36
13,249,2011,557,44
13,249,2012,574,43
13,249,2013,571,35
13,249,2014,624,23
13,249,2015,668,26
13,249,2016,626,34
13,249,2017,511,26
13,249,2018,427,37
13,249,2019,403,46
13,249,2020,482,41
13,249,2021,381,78
13,249,2022,326,92
13,249,2023,396,62
13,249,2024,426,61
13,249,2025,479,68
13,256,2008,81,2
13,256,2009,93,1
13,256,2010,70,0
13,256,2011,94,3
13,256,2012,103,2
13,256,2013,125,3
13,256,2014,126,2
13,256,2015,138,3
13,256,2016,128,4
13,256,2017,117,3
13,256,2018,82,3
13,256,2019,68,6
13,256,2020,84,6
13,256,2021,79,9
13,256,2022,63,9
13,256,2023,74,4
13,256,2024,65,6
13,256,2025,77,3
13,265,2008,49,0
13,265,2009,66,0
13,265,2010,45,0
13,265,2011,50,0
13,265,2012,58,1
13,265,2013,65,0
13,265,2014,81,0
13,265,2015,88,0
13,265,2016,80,1
13,265,2017,57,2
13,265,2018,46,1
13,265,2019,41,8
13,265,2020,55,2
13,265,2021,50,4
13,265,2022,54,4
13,265,2023,57,2
13,265,2024,48,2
13,265,2025,58,9
13,275,2008,153,3
13,275,2009,169,1
13,275,2010,164,3
13,275,2011,139,0
13,275,2012,140,3
13,275,2013,157,0
13,275,2014,175,0
13,275,2015,190,1
13,275,2016,176,3
13,275,2017,148,4
13,275,2018,121,7
13,275,2019,116,2
13,275,2020,150,4
13,275,2021,120,7
13,275,2022,109,9
13,275,2023,106,5
13,275,2024,112,8
13,275,2025,120,29
13,312,2008,72,3
13,312,2009,80,4
13,312,2010,63,1
13,312,2011,63,4
13,312,2012,73,4
13,312,2013,75,6
13,312,2014,77,0
13,312,2015,82,5
13,312,2016,82,8
13,312,2017,66,12
13,312,2018,54,12
13,312,2019,52,11
13,312,2020,69,12
13,312,2021,47,17
13,312,2022,34,15
13,312,2023,34,7
13,312,2024,34,3
13,312,2025,44,5
13,410,2008,734,59
13,410,2009,905,25
13,410,2010,877,33
13,410,2011,847,31
13,410,2012,869,36
13,410,2013,1031,43
13,410,2014,1173,30
13,410,2015,1245,36
13,410,2016,1160,49
13,410,2017,926,54
13,410,2018,822,76
13,410,2019,790,104
13,410,2020,1038,87
13,410,2021,866,108
13,410,2022,737,153
13,410,2023,853,70
13,410,2024,878,54
13,410,2025,957,63
13,435,2008,24,0
13,435,2009,38,0
13,435,2010,27,0
13,435,2011,27,1
13,435,2012,26,0
13,435,2013,31,0
13,435,2014,40,0
13,435,2015,40,0
13,435,2016,37,0
13,435,2017,33,0
13,435,2018,27,2
13,435,2019,20,0
13,435,2020,28,0
13,435,2021,28,0
13,435,2022,29,0
13,435,2023,32,5
13,435,2024,33,1
13,435,2025,29,2
13,495,2008,83,6
13,495,2009,98,2
13,495,2010,88,3
13,495,2011,88,3
13,495,2012,77,1
13,495,2013,87,1
13,495,2014,104,2
13,495,2015,100,2
13,495,2016,92,2
13,495,2017,71,3
13,495,2018,55,1
13,495,2019,55,2
13,495,2020,84,1
13,495,2021,67,8
13,495,2022,59,12
13,495,2023,56,2
13,495,2024,61,9
13,495,2025,56,21
13,500,2008,323,17
13,500,2009,427,8
13,500,2010,408,8
13,500,2011,383,11
13,500,2012,410,12
13,500,2013,488,13
13,500,2014,565,15
13,500,2015,575,19
13,500,2016,545,17
13,500,2017,448,20
13,500,2018,364,33
13,500,2019,331,39
13,500,2020,471,34
13,500,2021,444,59
13,500,2022,364,64
13,500,2023,382,46
13,500,2024,429,38
13,500,2025,481,27
13,592,2008,155,3
13,592,2009,181,3
13,592,2010,179,5
13,592,2011,165,5
13,592,2012,184,5
13,592,2013,222,4
13,592,2014,248,4
13,592,2015,269,4
13,592,2016,238,5
13,592,2017,188,8
13,592,2018,167,9
13,592,2019,163,13
13,592,2020,213,18
13,592,2021,202,18
13,592,2022,161,19
13,592,2023,165,12
13,592,2024,168,11
13,592,2025,200,12
13,601,2008,201,12
13,601,2009,249,6
13,601,2010,214,6
13,601,2011,229,6
13,601,2012,226,7
13,601,2013,251,6
13,601,2014,281,6
13,601,2015,305,6
13,601,2016,267,4
13,601,2017,233,10
13,601,2018,197,15
13,601,2019,179,16
13,601,2020,211,22
13,601,2021,180,21
